status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,,Family Leisure,Economy Class,Bangkok to Sydney,January 2020,1.0,1.0,2.0,2.0,,1.0,2,no,1,  Bangkok to Sydney. Thai Airways is the worst airline I have flown. How old are their international fleet?  I could not sit in the seat without a pillow behind my lower back. The staff were rude to me. The inflight entertainment and my food were both mediocre. 
✅ Trip Verified ,,Family Leisure,Economy Class,Bangkok to Phuket,December 2019,,,,,,,1,no,1,  Bangkok to Phuket booked for June 2020. I have a return flight and if I don't show up for my first flight the second flight will be cancelled. I advised that I cannot make the first flight and they will not allow me to travel on my return sector. The only way a customer can avoid this type of issue is to purchase individual tickets for each sector. 
✅ Trip Verified ,,Solo Leisure,Economy Class,Bangkok to Suratthani,January 2020,4.0,5.0,4.0,,,5.0,5,yes,10,"  Bangkok to Suratthani. My flight only one hour but I feel very happy, Comfortable and had a good memory In time, Staff was very friendly and beautiful. Snack was very delicious."
Not Verified ,,Business,Economy Class,London to Bangkok via Bali,December 2019,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Normally I go BA but due to the stopover in Bali opted for Thai Airways. Really good on board entertainment. Staff are so lovely and friendly. It is a really long flight and they helped by constantly giving use refreshments and drink along with fantastically tasty food, I had panag curry which is a nut curry that is amazing. Apart from Thai Airways I always leave a flight feeling more tired than when I got on but with this flight I was so well rested as there was plenty of space nice pillow and seat reclined to a comfy angle so I got plenty of good rest. Every opportunity I will be using Thai Airways."
Not Verified ,,Couple Leisure,Economy Class,Vienna to Bangkok,December 2019,4.0,5.0,5.0,4.0,,5.0,5,yes,10,"  Vienna to Bangkok. I was really surprised. Everything was perfect - welcoming, stewards, food and drinks, films and music. I really enjoyed this nine hours flight. Very comfortable."
✅ Trip Verified ,"A350, Boeing 777, Boeing 787",Couple Leisure,Business Class,Delhi to Melbourne via Bangkok,November 2019,4.0,5.0,5.0,4.0,4.0,5.0,5,yes,7," Melbourne to Kolkata and return from Delhi with Thai Airways. The flights on A350 and B787 equipment were very pleasant, with friendly cabin crew, a smooth check-in process, comfortable lounges, and much tastier vegetarian meals than are usually served in the air. All flights operated on time. The aircraft were clean and the seats comfortable, though it's worth noting that the B787 used on regional services has 2-2-2 seating in Business, compared with 1-2-1 on the A350 used for longhaul services. On the downside, we had bus transfers in Bangkok on the outward journey, and the boarding process at Bangkok was chaotic both times, with no clear queue for Business Class passengers among all the people milling around in the departure lounge. Also, on the older B777 aircraft between Bangkok and Kolkata the IFE was not working at all and the seats were hard and uncomfortable. This was partly compensated for by the friendly crew service and good food. Overall we enjoyed flying with Thai and would happily do it again."
✅ Trip Verified ,,Couple Leisure,Economy Class,Frankfurt to Phuket,November 2019,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Frankfurt to Phuket. Thank you for an amazing flight! I have never felt that comfortable on an airplane, given, it was a long 12hrs flight. Delicious food, lovely cabin crew, punctual departures. When flying to Thailand I will always choose Thai airways. 
"
Not Verified ,,Solo Leisure,Business Class,Dubai to Melbourne via Bangkok,October 2019,5.0,5.0,5.0,4.0,,5.0,5,yes,9,"  Dubai to Melbourne via Bangkok. This was a fantastic experience. I am a frequent international flyer and this was my first flight for more than ten years with Thai Airways. The service on both legs was exceptional and better than a number of other airlines I have flown this year, the seat was very comfortable, the meals were superb, the entertainment was better than most but not quite as good as some. There was a couple of hours layover in Bangkok, a long hike through the airport and an even longer queue for transiting passengers. However, the business class lounge was very comfortable and the food was good (although by this stage I wasn't really hungry). I would happily fly always with Thai if only the schedule for the return journey was better. I am writing this review because Thai didn't appear in the top 20 airlines for Skytrax review in 2019 and I think that Thai is much better than some of those airlines in the top 20."
✅ Trip Verified ,Boeing 747-400 / A330,Couple Leisure,Economy Class,Mumbai to Chiang Mai via Bangkok,November 2019,2.0,4.0,2.0,3.0,,4.0,3,yes,7," I am giving my age away, but I am one of many who consider the 747 the ‘Queen of the Skies’. So I was thrilled to see that our first leg on our flight from Mumbai to Chiang Mai via Bangkok was onboard a Thai Airways 747-400. Not only does Thailand have a reputation for friendliness, their airline has always been up there somewhere in the top 20. They say you should never go back to childhood memories, like where you grew up. The same goes for aircraft. The “Queen” that took us from India to Thailand was a tired old lady. The seats hadn’t been cleaned in ages and some were broken. The monitors in the seatbacks were still original equipment. The staff, on the other hand, were amazing. From the moment we arrived at check-in to final farewell on disembarkation – it was smiles, smiles and more smiles. If this review were on service alone it would be 10 thumbs up. But then the food was served – a bitter disappointment. Our connecting flight (Bangkok to Chiang Mai) onboard one of Thai Airways’ newer A330s was a refreshing change. Everything worked, the staff were great and luckily the flight was too short for a meal, other than a light snack (which was okay). 4 Thumbs Up"
Not Verified ,Boeing 777 / 747,Solo Leisure,Business Class,London to Sydney via Bangkok,November 2019,3.0,4.0,4.0,3.0,,5.0,4,yes,7,  The Boeing 747 is tired and it's comfort in Business not as good as Qantas in Premium economy. The London to Bangkok sector provides flat beds the 747 does not. An urgent review needed on replacing the 747 with an updated aircraft. On the outward journey Sydney to London via Bangkok the 9 hour layover is appalling schedule and need review. The in flight service on all 4 sectors was excellent.
✅ Trip Verified ,A350,Solo Leisure,Business Class,Bangkok to Singapore,November 2019,4.0,4.0,4.0,3.0,,4.0,4,yes,8,"  Thai Airways operates a flight to Singapore using the A350 on TG 409. This new aircraft is configured in a staggered 1-2-1 configuration in business class with alternating aisle and window seats. I pre-ordered my main course which was basil beef in rice. It was delicious. The flight attendants were friendly and attentive and offered drinks before and after the dinner service. The seat is a fully reclining full flat seat which would be very useful for long haul flights. The inflight entertainment system is adequate with a modest selection of Western movies and Thai documentaries. There was inflight wifi but I didn’t use it. Overall, it was a very pleasant 2-hour flight to Singapore."
✅ Trip Verified ,,Couple Leisure,Economy Class,Brussels to Chiang Mai via Bangkok,November 2019,3.0,3.0,2.0,4.0,3.0,3.0,3,yes,6," Brussels to Chiang Mai via Bangkok. I have flown 3 times this year with Thai Airways. I am already a silver member. The service in economy class is not very good. The service is often messy and fast. Often there is not much to notice about smooth as silk. Next year I'm going to live in Thailand, I doubt very much whether I want to continue with Thai Airways. The business class is very expensive, maybe I am considering to fly business with another company and to start a frequent flyer program."
✅ Trip Verified ,A330-300,Solo Leisure,Business Class,Chiangmai to Bangkok,November 2019,4.0,5.0,4.0,,,4.0,4,yes,8,"  Domestic flights between Bangkok and Chiangmai are popular with tourists and locals alike. I was told by a flight attendant on my previous flight up to Bangkok that the Bangkok - Chiangmai Business Class is invariably always full. The aircraft operating this route is an old A330-300 arranged in a 2-2-2 configuration with recliner seat. For domestic and short haul routes within Southeast Asia, it doesn’t really matter much. As it was a short flight of 1 hour, lunch service started immediately after attaining cruising altitude. Even though the cabin crew were hard pressed to complete service within a short time, they were pleasant and always smiling. A hot lunch of Pad Thai omelette was served on this flight. As soon as I finished eating, it was time to land in Bangkok. Overall, for a short domestic flight, Thai Airways’ Business Class product was excellent - far better than intra-Europe flights on European airlines."
✅ Trip Verified ,Boeing 777-3D7,Solo Leisure,Economy Class,Bangkok to Singapore,November 2019,5.0,5.0,4.0,5.0,,5.0,5,yes,10," Bangkok to Singapore. Flew on Thai Airways again for my return trip to Singapore. As with the previous flight, it was operated by a nearly 20 years old Boeing 777-300, however, the aircraft was the ""Royal Barge Suphannahong"", HS-TKF, which was very beautiful. Although the interior was the same as on other Thai 777-300s, it was very well maintained and very clean, the seat itself was very comfortable, no complaints there. Once again, the IFE selection was very generous and very good for a 5hr+ flight, never mind one that was the only 2hrs! As with the previous flight, the cabin crew were extremely warm and made us feel welcome and well-treated - definitely worthy of the branding that Thai gives its cabin service, ""Royal Orchid Service"". Dinner was served on this flight, and it was plentiful, well presented, and the quality was also good - a special dessert was even provided to commemorate Thailand's ""Loy Krathong Day"". Despite traffic congestion encountered due to the many planes taking off before my flight, the pilots managed to make up for lost time en route and we arrived only a few minutes behind schedule. Overall, it was a very excellent experience given the price, and I would definitely recommend Thai Airways to anyone who wants to fly to Bangkok for their price point and onboard service."
✅ Trip Verified ,Boeing 777-3D7,Solo Leisure,Economy Class,Singapore to Bangkok,November 2019,4.0,5.0,3.0,5.0,,5.0,5,yes,9," Singapore to Bangkok. Flew on Thai Airways on my recent retreat to Bangkok. Aircraft used was a Boeing 777-300, which has been in service for over 20 years; however the aircraft was well-maintained by Thai Airways and the cabin was very clean, the seat showed no signs of its age (apart from the IFE which was very small, but with a generous selection it was certainly very reasonable for a 2hr+ flight and suitable even on longer ones due to the selection). Cabin crew were very friendly and warm, greeting every passenger with a smile and the service provided was very warm and made us feel like privileged guests - definitely suiting of the cabin service that Thai appropriately named ""Royal Orchid Service"". However, the food served in flight was quite poor in quality and I felt it could definitely be improved on. The flight took off and landed on time, no problems, taxi in and taxi out were both very fast. Overall, it was definitely an excellent flight, despite the food served which was a letdown, and I would definitely choose Thai again for its price and their service."
✅ Trip Verified ,Boeing 777-300,Solo Leisure,Business Class,Singapore to Bangkok,November 2019,3.0,4.0,4.0,3.0,,4.0,4,yes,7,"  This flight was operated by a 20 year old Boeing 777-300. The configuration in Business Class is 2-3-2. It would appear to be very cramped for business class but this is the regional business class configuration for the short two-hour flight to Bangkok. The seat is an angled flat seat. Leg room was very generous and your legs do not have to go under a small footwell like in some types of seats. Upon boarding, the flight attendants served welcome drinks. I had the signature Thai Tamarind Tea which was nice. Shortly after take off, breakfast was served. I had the Thai option - Tom Yam chicken rice. Being a short flight, the meal was served on a tray. The inflight entertainment system has adequate selection for this short flight. Headphones provided were not noise cancelling headphones but plastic over ear headphones. After the meal service, it was time to descend into Bangkok. Overall, the flight attendants were cheerful and friendly and the hard product was adequate for short regional flights."
✅ Trip Verified ,Boeing 747-400,Couple Leisure,Economy Class,Bangkok to Sydney,September 2019,1.0,1.0,3.0,1.0,1.0,2.0,1,no,2," Bangkok to Sydney. Thai Airways treated me very badly. They sold me a broken seat (they knew it was broken), broken arm rest, broken entertainment. Moved me next to an aggressive passenger that did not want me next to him, so I had to move back to my broken seat. Not good! Thai Airways is dishonest and is a disgrace to the industry. I would not recommend anyone fly with Thai Airways unless there is no other option. What a shame."
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Bangkok,October 2019,,,,,,1.0,1,no,1,"  London to Bangkok, TG911 on 17th October. I turned up for my flight but there was a part missing and they started putting people on buses to hotels for the night, this was at 11am. One of the staff said that they would give me a full refund if I went and booked another flight. So I did that and found another more expensive flight. Now Thai are refusing to honour the refund because 6 hours later than scheduled they managed to get the flight going (I was already on another flight by then) and now they are saying I was a no show.  I missed another flight because of them and had to incur costs in a hotel overnight and rebook my final flight connection and ultimately I arrived where I was supposed to be, 20 hours late."
✅ Trip Verified ,A380,Couple Leisure,Business Class,Tokyo Narita to Bangkok,October 2019,3.0,1.0,2.0,2.0,,1.0,1,no,5,"  Tokyo Narita to Bangkok. I don’t know whether the biz class cabin on an A380 is too big but the service was shocking. Not a single towel served to me was warm. They seem to bring out the starters in a random order and with no drinks trolley I was left sitting with the starter and no drink to match. If you decide to wait for a drink it means that they’ve already put your main on so in my case it was served cold. The cheese was nice but served with oranges, melons and grapefruit but no grapes. There was port on the trolley but they weren’t inclined to open it until I asked and then served it in a thimble. The cabin lights were turned down even though it was a 5.30pm departure arriving at 10pm."
✅ Trip Verified ,A350-900,Solo Leisure,Economy Class,Milan to Bangkok ,October 2019,5.0,5.0,5.0,5.0,,3.0,5,yes,10,"  Milan to Bangkok and enjoyed a very packed but graceful flight back. I love Thai Airways because the quality standard was very high. The food for economy passengers is excellent, crew work hard thru' the flight and I dont' know of better value for money. I thank you and hope that your standards will not waver. I am glad to be back here."
✅ Trip Verified ,,Business,Economy Class,Brussels to Bangkok,October 2019,,,,,,,1,no,1,"  We made a mistake in our booking of the return flight in November 2019 and immediately noticed this. Due to the departure just after midnight, we clicked the wrong date: one day too early. We contacted customer support immediately to report this and to get this solved. 2 days later, many phone calls and emails later to both Brussels and Bangkok, no decent alternative is offered. We get the message that our ticket was a promotion ticket (we never noticed this) and that no seats are available in other flight. When we check the correct flight, we still find seats available. Then they come with the excuse that it's not the same class. We are not talking about difference between business or economy. Apparently, Thai Airways also divide the economy in different classes with each letter of the alphabet. When we look closer, we see that every day the tickets are divided in different classes which makes it impossible to switch to another day in same class. Instead of helping us for the mistake, customer support keeps hiding behind the 'there are no tickets in same class' or proposes very high cost for cancellation of half the ticket price per person. Even when we are offering to pay the difference in price or a reasonable fee, the answer stays that they can't help us. As every day has different classes, Thai Airways makes it impossible to switch. This is simply very poor customer service and doesn't help anyone."
✅ Trip Verified ,A380  / Boeing 777,Family Leisure,Economy Class,Osaka to Mumbai via Bangkok,October 2019,4.0,2.0,2.0,,,1.0,3,no,5,  Osaka to Mumbai via Bangkok. My flight was delayed resulting in a twenty hour layover at Bangkok airport. The airline did not provide a transit visa or hotel. The ground staff were rude. 
✅ Trip Verified ,A350-900 XWB,Couple Leisure,Economy Class,Bali to Brussels via Bangkok,October 2019,2.0,2.0,1.0,2.0,,3.0,4,no,3," I was overwhelmed by flying the new Airbus A350 and even more for the food, since Thai food is my favourite cuisine. My experience with Thai Airways couldn't have been more disappointing (food-wise) on both 'to and from' flights. My flight had a layover in Bangkok, which means I took 4 planes and 4 meals in total. The food was so awful, no taste at all! The chicken tasted like plastic, the curry was horrible, as were the vegetables. The food was so bad, I refused 2 meals on my 12hr flight from Bangkok to Brussels! The cabin crew came only twice to serve water on the 12hrs flight. With the very dry air blowing from the A/C, this was very shocking. Inflight entertainment is very poor. The choice is very restricted. The Airbus A350 was pretty uncomfortable. The seats have almost no knee room. I'm 183cm. You have to be very lucky that the passenger up front doesn't recline his seat, or else, you're pretty screwed. Long live the money making industry."
✅ Trip Verified ,A350-900,Solo Leisure,Economy Class,Bangkok to Milan,October 2019,5.0,5.0,5.0,5.0,,5.0,5,yes,10,"  I would like to acknowledge Thai Airways for an excellent flight from Bangkok to Milan Malpensa. They show that flying in economy can still be a great experience: excellent attention to service, the best and most complete meals and drinks in flight. Its what flying could be about for many travelers. This is the second international flight in one year I have done and they are keeping the standards.  No flight delays, no lost baggage. Well done Thai."
Not Verified ,A380,Couple Leisure,Economy Class,London Heathrow to Phuket via Bangkok,October 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,  London Heathrow to Phuket via Bangkok. I would like to state that I used Thai Airways hearing that they were a good airline to fly with. Service was standard and drinks were given sparingly. Crew were not very friendly and overall I would have rather flown with another carrier. A380 aircraft no air vents and the cabins were warm. Pretty rubbish flight and wouldn’t used them again. Wouldn’t recommend.
✅ Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Delhi to Bangkok,September 2019,3.0,3.0,4.0,,,4.0,4,yes,8,"  Delhi to Bangkok,check in was smooth, though I had chosen a seat during booking but at the time of checking come to know due to some problem they had changed the seat, and the given one was better than early one. Boarding on time, departed on time, staff looks little tired, good food and beverage, comfortable seats, arrived Bangkok on time. Overall good experience. IFE was not working in entire aircraft."
✅ Trip Verified ,Boeing 737,Solo Leisure,Economy Class,Bangkok to Singapore,September 2019,3.0,4.0,4.0,2.0,,3.0,4,yes,8,"  Travelled 1st week of September between Bangkok and Singapore - arriving from Delhi. Boarding was smooth, courteous staff, good food and beverages, ok seats, arrived on time. Overall a good experience."
✅ Trip Verified ,,Couple Leisure,Economy Class,Bangkok to Auckland,September 2019,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," Bangkok to Auckland. From check-in to leaving the plane we were not impressed. Tired looking crew that certainly do not know what a smile even is. Crew could not serve dinner quick enough - almost felt like it was thrown at us. Ran out of salty snacks prior to this, and crew member said he would come back with more, but never did so many did not even get this. Breakfast was inedible - both myself and my husband didn't eat our bland white looking breakfast. No drinks served through night on 10.5 hour flight. Movie choice terrible and connectivity no better. Did not perform important pre-landing check, a lady opposite us had her laptop out throughout landing and they did not check seat belts or anything. This is pretty basic and essential. Gave Thai Airways 2 tries and both flights very lacklustre service. We are frequent flyers, but will not fly them again."
✅ Trip Verified ,A330-300 / Boeing 777-200,Solo Leisure,Economy Class,Perth to Chiang Mai via Bangkok,August 2019,2.0,5.0,4.0,3.0,,5.0,5,yes,8,"  Perth to Chiang Mai via Bangkok. Good points: Highly attentive crew, excellent food and service - free-flowing alcohol for fellow fliers - and very smooth transit at Bangkok with a dedicated immigration lane, my bags checked through the Chiang Mai. The seating on the Airbus from Perth was disappointingly cramped, the leg room poor compared to budget airlines - not so for Boeing 777 on the internal flight, the aircraft long-in-the-tooth and looking it. lacking at-seat power supplies."
✅ Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Bangkok to Moscow,August 2019,1.0,1.0,1.0,1.0,,4.0,1,no,2,"  Bangkok to Moscow. It was really awful and disappointing. Aircraft dirty and in bad condition, Staff not friendly and not smiley to me. Very disappointing. Food for me was the worst food. The entertainment did not work well, with errors, just a few languages available. Maybe just a bad luck on this trip."
✅ Trip Verified ,A80-300,Couple Leisure,Economy Class,Bangkok to Frankfurt,August 2019,3.0,1.0,2.0,4.0,3.0,2.0,2,no,3,"  Bangkok to Frankfurt. I had a good experience with flights within Thailand with Thai Airways but this flight was very disappointing. I understand that the flight was fully booked and staff could be stressed with but the staff should understand that being friendly and polite is as same important as the security of flight guests.  The stewardess offered me 2 types of meal - pork and chicken. I choose chicken but got pork instead, without any excuse."
✅ Trip Verified ,A330,Couple Leisure,Economy Class,Vientiane to Bangkok,August 2019,4.0,2.0,1.0,,,4.0,3,yes,4,"  Vientiane to Bangkok on Thai Airways evening departure. The flight this evening was operated by HS-TER, a nine year old Airbus A330 named U Thong. As usual I had filled in my API information and checked in online. On arrival at VTE, I headed straight for the Internet check-in counter. Ground staff were on hand directing passengers. There was already a line up. However when we approached the head of the line, a senior ground service staff directed us to the Royal Silk check-in counter and processed us quite efficiently. She was warm and friendly. Security check and immigration wasn't too long (perks of a small airport) and we were at the gate with about an hour and a half to spare. At about 7:40 PM we were advised that the incoming aircraft was delayed out of BKK, due to which departure was delayed by 20 minutes, making the new departure time 8:50 PM. Boarding at 08:40 PM was chaotic with no designated order or series as is the norm with wide-body aircraft. Mind you, there was an announcement of boarding by row numbers, but the staff at the gate didn't seem to be too bothered. There was a dedicated line for loyalty program elite tiers and business class passengers. The welcome on board was friendly, but hardly the warmth one associates with Thai Airways. The seat was the standard economy on A330, equipped with a personal television. On this short haul sector the in-flight entertainment was deactivated and the only display was the rather outdated flight map. The seat pocket contained a copy of Sawasdee, Vision (the in-flight entertainment listing), duty free shopping guide and a promotional document from the Thai government. The flight was delayed further and we finally took off 36 minutes late. The service on board was lacklustre. The crew were neither friendly nor warm. The quality of cuisine served was unimpressive. Naturally, I compared it to the Thai Smile aircraft that I took for the inward bound flight and the food was below average. The meal on offer was a cheesy mushroom calzone with too much of the pastry accompanied by a rather shoddy choux cream custard and a bottle of water. This was followed by the crew making a trip down the aisle with orange juice and tea/coffee. They played the Thai Immigration video which mandated that one must complete the TM6 form provided by the airline. Needless to say, the crew waited until the last minute to start distributing these even though we were on the tarmac in VTE for quite some time. Eventually after they handed out the form, the crew member approached me to stow my tray table for landing. I couldn't help but respond with, ""If you wanted to secure the cabin, you might have handed these out a bit earlier."" I am  of the opinion that Thai Smile is the better product on this route."
✅ Trip Verified ,A350-900,Solo Leisure,Economy Class,Bangkok to Brussels,June 2019,3.0,2.0,2.0,3.0,2.0,3.0,2,no,4," On June 23th 2019 I took flight TG 934 from Bangkok Suvarnabhumi to Brussels having a full flex ticket. When the staff brought the aperitive we didnt receive any salty snack. At lunchtime the air hostess asked what I would like to drink. I answered that I would like a glass of white wine with the starter and a glass of red wine with the main dish so she wouldn't have to pass by 2 times. It was publicly refused in a rude haughty diminishing way, replying that that I could only have one drink at the time. Thai Airways appear to have overstaffed, overaged unmotivated workers, nepotism, lack off busines vision, poor marketing stategy, poor financial managment. Last year I already experienced a similar situation thinking it was a singular incident. But it seems to become recurrent. Privatisation seems unavoidable."
✅ Trip Verified ,A350,Solo Leisure,Economy Class,Bangkok to Melbourne ,August 2019,4.0,3.0,5.0,3.0,1.0,4.0,4,yes,7,"  Bangkok to Melbourne. I really enjoyed flying the new A350, despite that a few things made my flight experience unpleasant. Crew was nice but it felt like they were unorganized. I was asked if I ordered a special meal twice, and the FA said that someone ordered a special meal to my seat, 59C but the seat wasn’t even booked, I  sat there because I changed my seat before takeoff, my original seat was 59K. Overall the flight was ok.  I booked 6 Flights for this year and have been flying on 2 of them. My other flight from Frankfurt to Bangkok on 30th of July this year was ok, despite me having to change my seat with one passenger sitting next to me, which I booked long before the flight. I hope that my next 4 Flights will be more pleasant."
✅ Trip Verified ,Boeing 777-200,Solo Leisure,Business Class,Bangkok to Brisbane,August 2019,4.0,5.0,5.0,4.0,4.0,5.0,5,yes,8,"  Bangkok to Brisbane. Thai Airways indeed a 5 star airlines with great cabin service. It all started from the airport lounge service. They provide 30 minutes free massage just across the hall from the lounge. This is something special I have never experienced before. My flight was delayed a little bit.  There are free shower for business passengers too. On the plane the cabin crew were super friendly. I didn't try the first meal because it was very late. I had breakfast before landing. It was very good, fresh fruits and yogurt! If there is one thing I'd like to pick, the plane is little old. Overall, I had excellent experience with Thai Airways."
✅ Trip Verified ,,Business,Economy Class,Kolkata to Bali via Bangkok,July 2019,4.0,4.0,4.0,,,2.0,3,yes,7,"  Kolkata to Bali via Bangkok. Very good experience to fly again with Thai. Very good service on board, good space for legs and comfortable seats. I ordered a diabetic meal and it was very good. The only negative point of flying with Thai is the transit at Suvarnabhumi Airport in Bangkok. Not comfortable at all, poor duty free and no smoking area."
✅ Trip Verified ,A380,Couple Leisure,Business Class,Frankfurt to Bangkok,August 2019,5.0,5.0,5.0,3.0,,5.0,5,yes,10,"  Frankfurt to Bangkok. Amazing, seat, staff, service, food everything was great. My wife and myself travel in seat 19 E/F, that in sleeping position it’s transform into double bed. Great. Staff started immediately as usual with glass of champagne a taking order for the breakfast. Then after take off, lunch was served. I pre ordered a beef fillet and grilled salmon for my wife. Both were great. Staff service pampered the guest all during the flight. The only thing I haven’t found at high level was the IFE. There are 5 star airlines that are not meeting this quality."
✅ Trip Verified ,Boeing 773 / A350,Solo Leisure,Economy Class,Kansai to Melbourne via Bangkok,July 2019,4.0,5.0,4.0,4.0,,4.0,5,yes,10,"  Kansai to Melbourne via Bangkok. The aircraft on the first sector (Osaka - Bangkok) was switched on the day of travel from an A380 to a B773ER. Despite the change to a smaller aircraft I was still given my seating preference and there was zero problem with my special meal. Seat pitch on both aircraft (773 to Bangkok and A350) to Melbourne was as good as economy seating gets nowadays, and thankfully the seating on the 773 was 9 across and not the 10 across many airlines have installed. Safety checks were made before departure and landing, and there were announcements before any turbulence, which turned out to be mild. Service on both sectors was exemplary, the crew were smiling and helpful through out despite both flights being nearly full. People have criticised the IFE for lack of choice, but in its favour I’ve found it to be reliable, and I generally find plenty to enjoy in the world music and world movies sections. A meal and a snack were served on the shorter (five hour) flight to Bangkok, and supper and breakfast were served on the flight to Australia. The food was of a reasonable standard, there was a full drinks service before lunch and dinner and in addition there were nice little touches, like the crew offering extra croissants at breakfast. On the overnight flight to Australia I was able to sleep but was aware of several water/juice runs during the night. On both flights, especially towards the end of the longer Melbourne flight, the crew were focussed on keeping the washrooms clean and serviceable. It’s service as it should be, totally professional; my overall rating is 10/10 because I couldn’t ask for any more than was given."
Not Verified ,A330,Solo Leisure,Economy Class,Bangkok to Chiang Mai,July 2019,4.0,5.0,4.0,,,5.0,5,yes,10,"  Bangkok to Chiang Mai. What a pleasure to fly with Thai Airways. Even the short, one hour flight from Bangkok to Chiang Mai was a reminder that not all in the aviation industry have succumbed to fleecing the customer for every last cent. It was a busy flight, but the cabin crew provided complimentary snacks, drinks, tea and coffee with habitual grace. The cabin itself felt spacious, seats were comfortable and leg room was better than most in economy."
✅ Trip Verified ,,Family Leisure,Economy Class,Bangkok to Tokyo,July 2019,1.0,,,,,1.0,1,no,1,"  Bangkok to Tokyo. During my boarding of this flight yet to depart, there was two scanner for boarding pass checks and there was two line to scan so I decided to walk the other line which was for business class. However, I was call to the back of the line for economy class. "
✅ Trip Verified ,A350,Business,Business Class,Bangkok to Melbourne,July 2019,4.0,5.0,5.0,4.0,5.0,4.0,5,yes,9,"  Bangkok to Melbourne. I recently travelled around the world on a UA/LH/TG ticket and can honestly say that Thai are the best of these 3 airlines. How Lufthansa warrants 5 stars whilst TG gets 4 and UA a measly 3 is beyond me. The service, seating and menus on Thai are much better than both airlines and they offer individual pods on the A350, whereas LH and UA still have the older style seating where one has to climb over their neighbour to reach the aisle. It's great to see that Thai is now ranked in the top ten, but they deserve a far higher score given their recent improvements."
✅ Trip Verified ,,Solo Leisure,Economy Class,Auckland to Delhi via Bangkok,July 2019,5.0,5.0,5.0,4.0,4.0,4.0,4,yes,9,  Auckland to Delhi via Bangkok. The cabin crew were very nice and polite as i don’t like potatoes in my meal they offered me different meal. They were so kind and thanks to all. Hopefully see you all on 29th as I am returning back.
✅ Trip Verified ,A380,Couple Leisure,Economy Class,Frankfurt to Bangkok,February 2019,3.0,5.0,5.0,5.0,,5.0,4,yes,7,"  Frankfurt to Bangkok. As we were on the train to Frankfurt, we get an email saying the flight is canceled. This was because of the incoming flight did not leave Bangkok. We were able to check-in and have our bags tagged anyway. They have arranged for accommodation at a hotel at the airport, including dinner and breakfast. Next day another plane arrived and we managed to depart with a considerable delay. The flight was uneventful and the service on board was very good.  But after clearing immigrations in Bangkok, we could not find our luggage. So we went to Lost & Found to announce it. They could not tell us what happened and where is the luggage. Anyway, we gave them our contact details and went to our hotel. About one day later they called us and brought the luggage to the hotel. After all this trouble we decided to make a claim under the EU regulation for the delayed arrival. The communication with them had to happen in writing using letters. So the entire process was long and even though they had all our data in their systems, they still requested extra documents to be submitted. Finally, we have managed to get the requested compensation. So the overall experience was not bad, but I would have expected better treatment from this company."
✅ Trip Verified ,Boeing 777-300,Family Leisure,Economy Class,Nagoya to Bangkok,September 2018,5.0,5.0,5.0,5.0,,5.0,5,yes,10," Nagoya to Bangkok. I feel that the way an airline could be judged well is the way they handle a situation which is out of their control. Typhoon Jebi had struck Osaka three days into a five day holiday, which left Osaka Kansai airport flooded and all flights there were cancelled. We were scheduled to leave Osaka on the 6th of September. The night before, I asked my parents to call Thai Airways (as they were in Bangkok) at an odd hour, and the agent on the phone re-booked us through Nagoya without any additional charge. We did, however, have to pay for the high-speed rail tickets for the journey to Nagoya. Thai Airways had also upsized the aircraft from a Boeing 787-8 to a Boeing 777-300 High-Density configuration. This meant that we did not get the brand new B787, but we understood the situation. Despite being rebooked on that flight last-minute, at check in we were given exit row seats, and we even had an empty seat between us. Due to a meeting my friend was supposed to attend the day after we were originally supposed to arrive, we chose a very odd flight time. Leaving at Half past midnight and arriving at half past four am in the morning. Nagoya Airport is extremely desolate at this time of night, and no duty-free chocolates were being sold, a huge disappointment as that is a must whenever leaving Japan. The flight was boarded extremely quickly, even though the plane was almost full, and we took off 30 minutes before the scheduled departure time. After takeoff, the crew literally ran through the cabin with cold sandwiches and drinks. I did not mind this at all. The service was rushed so everyone could get some much-needed sleep. I fell asleep shortly after and then was woken up by the crew wheeling the breakfast cart near my seat. I noticed they just looked around and served passengers when they woke up. I saw that everyone was definitely fed. The seat on this 19-year-old Boeing 777-300 was comfortable, an old plush seat that was slightly worn, but still had TVs at every seat but I can't comment on legroom as I had an exit row. If you're flying the newer B777-300ER, there is no bulging slide at the exit doors, but this older plane still had a slide. I did not mind it. We arrived an entire hour early, at which point Suvarnabhumi airport is as deserted as can be. In the end, this was a crisis made a lot better. They did the right thing as this was an act of god yet they still took as much responsibility as they could. The only thing I am slightly disappointed about was the fact that we weren't compensated for the high-speed rail tickets. I am a regular user of Thai Airways, and would absolutely not worry about anything at all as they deal with crises as smooth as silk."
