status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,,Family Leisure,Economy Class,Auckland to Delhi via Kuala Lumpur,September 2020,,,,,,,1,no,1,"  I booked tickets 7 months ago to travel in November 2020, the flight has been canceled. Malaysia Airlines not willing to refund ticket, and keeping travel restrictions to finish travel 31st December 2021 and booking has to made before June 2021 to utilize that money, If I don't travel with given dates, I cant utilize anymore that money."
✅ Trip Verified ,,Couple Leisure,Business Class,Miri to Bali via Kota Kinabalu,August 2020,,,,,,,1,no,1,"  We have booked 5 flights with Malaysia Airlines in October this year, economy and business class. In the mean time we received approx. 20 changes in the scheduling. Some flights changed a few minutes, 3 of the 5 flights were completely rescheduled: 1 flight 2 days later, 1 flight 1 day later and 1 flight 1 day earlier. There was a very quick reply after a request for reimbursement: not applicable while extra ordinary circumstances. They simply refuse any flexibility, no compensation, no hotel. Nothing. The policy of Malaysian is clearly to use the uncertainty to earn a lot of money, because people are forced to rebook or cancel flights. Their extended flexibility-policy allows one to rebook flights by 31 December and travel by 30 June 2021. It is a very short period if you are from overseas. Having a pretty complex itinerary, there is only one thing we can do: cancel,and never book again with Malaysia Airlines. A zero star rating in the review is unfortunately not possible."
Not Verified ,,Family Leisure,Economy Class,,July 2020,,,,,,,1,no,1," Malaysia Airlines are providing vouchers instead of refunding flights impacted by corona virus. Unfortunately MAS are stipulating you have to rebook by December and have completed flights by June 2021. This is less than 1 year now and getting less every day. Most airlines are offering 1 year from original flight dates, some are 2 years. "
Not Verified ,A350,Family Leisure,Economy Class,Kuala Lumpur to Narita,November 2019,5.0,4.0,5.0,3.0,4.0,3.0,4,yes,8," Excellent boarding process, economy class seats were comfortable with huge amounts of leg room (behind the divider or the door). Great source of entertainment with a large screen which is responsive.  For a 7 hour plus flight, they gave out so many snacks ranging from Japanese style to Malaysian style. For food and beverages it would be a 5 star. Landing wise was average a little on the hard side."
Not Verified ,,Family Leisure,Economy Class,London to Kuala lumpur,April 2020,,,,,,,1,no,1," Airline cancelled flight, refuses to refund any money and is offering to rebook tickets at twice the price (equivalent dates). It is cheaper to buy a brand new ticket elsewhere."
✅ Trip Verified ,,Couple Leisure,Business Class,Bangkok to Kuala Lumpur ,May 2020,,,,,,,5,yes,10,"  We have actually not yet flown. Our flight was due to go in July 2020. I was trying to get a voucher because of COVID19 through the booking agent (mytrip.com) with no success so finally contacted Malaysia Airlines direct. The representative was very helpful, no problem that we had booked through an agent, and processed the voucher request immediately. I had it in my inbox within 3 hours of the phone call. And, to my surprise, we were awarded a credit 20% higher in value than the original booking. Now, this is a really responsive airline! First, I did not have to wait until the flight was due to depart in order to get the voucher, and they have been very flexible and generous in their response! Well done Malaysia Airlines."
✅ Trip Verified ,,Couple Leisure,Economy Class,Kuala Lumpur to Langkawi,March 2020,,,,,,,1,no,1,"  Malaysia Airlines cancelled my flight and put me on a flight the next day. They sent me an email. No questions, if the flight on the next day is good for me, nothing at all, you fly the next day. So I wrote to them an email to avoid significant roaming charges. In my first email I asked if they are going to provide any accommodation or any kind of compensation because i booked a hotel in my destination and now I was going to lose a night I paid for plus i needed another hotel in Kuala lumpur. They replied they are not going to provide anything.  No customer care, no intentions of help or even replying to your email. I lost 200 euros, because it was for 2 persons. Anyway, I left it at that now, but just wanted to warn other travellers."
✅ Trip Verified ,,Family Leisure,Economy Class,Penang to Kuala Lumpur,January 2020,,,,,,,1,no,1,"  On 24th of march I booked a ticket from Penang to Kuala Lumpur for my wife. After trying to get news from them unanswered, since it was possible I decided to book online. After one minute flight was canceled but money not returned, as they want to convert it in credit or use before end of the year. Why sell tickets and then immediately cancel? Why you don't refund immediately? "
✅ Trip Verified ,Boeing 737-800,Couple Leisure,Economy Class,Singapore to Kuala Lumpur,February 2020,4.0,5.0,4.0,4.0,,3.0,3,yes,8,"  Singapore to Kuala Lumpur. The staff was friendly, the seats were comfortable, although the flight was not full. It is significant for a short-haul flight that the aircraft was provided with entertainment. Food and service were fine for a such short flight. Boarding was good with friendly and welcoming crew."
✅ Trip Verified ,,Couple Leisure,Economy Class,Melbourne to Kuala Lumpur,March 2020,3.0,3.0,3.0,3.0,3.0,1.0,1,no,1,"  Both my son and i booked tickets to fly out from Kuala Lumpur on the 18/3/2020 at 2235 via MH135 and expected time of arrival in Brisbane at 8.40am on Thursday. When we arrived at the terminal, we checked in via the kiosk, only our luggage tags were printed. we were told to go to the ticketing counter to get the boarding passes. Upon reaching the counter, staff informed us that passengers with Malaysian passports weren't allowed to fly out and therefore she won't be able to print out the boarding pass for us. Unhappy with what she said , i proceded to call Immigration Malaysia on 03 87763681 stationed in KLIA, I spoke to an officer who said since we are permanent residents and with long term visa, we should be able to fly out. Taking his word I approached staff  again to inform her of what was told to me. She wasn't happy with what I did, so she insisted on taking all our documents over to the Immigration Malaysia herself. According to her, she went over to counter 23 of immigration and consulted an officer stationed there, who according also confirmed that we could not fly as our documents were insufficient and we didn't have the PR Card. The documents that we had on us was issued by Immigration Australia with their logo and crest of the federal government on it, In spite of that, she still insists that that paperwork was insufficient and again insisted on the PR Card. I informed her that we were just granted our visas, and told her that we weren't going to Australia for a holiday but to return home. Staff again took matters into her hands and even went to the extend of calling up Australian Immigration to confirm the authenticity of the documents and of our claims of being residents. In spite of getting the confirmation from the Australian Immigration, she insisted that she won't be able to issue the boarding pass and refused to put in a word to Immigration Malaysia to confirm that we could fly out. The third time I called the Immigration Malaysia number, this time this officer said that we could not fly out. I told her that i have already checked in and that the kiosk printed out my luggage tags, to which she said we still can't fly out, so i explained to her that that action of checking in needed to be undone but she just brushed it off and told us to go to counter 3. After 4 and the half hours or so of dealing with this woman and the contradicting feedbacks from the immigration officers, we headed to counter 3 for a refund. An young man with a Hospitality T-shirt approched us and saw the visa grants that i was holding and he called out to another lady to help us out, This Good Samaritan refused to give up but insisted on dragging us back to see staff.  This good Samaritan helped us by approaching the Immigration Malaysia and managed to get their approval. They went on to MH office to get our boarding passes. When we checked in, staff left a ""not allowed to travel"" in the system and left w/out undoing her mistake."
✅ Trip Verified ,,Solo Leisure,Economy Class,Kuala Lumpur to Colombo,March 2020,4.0,1.0,1.0,4.0,,3.0,1,no,1,"  Kuala Lumpur to Colombo. It was all good except that the entire experience was spoiled by one crew member. The male crew member who was extremely rude and for sure doesn't give a damn to the customer experience or satisfaction. When I requested for a vegetarian option, his answer was  ""we dont have vegetarian option, you should have informed your travel agent, take either chicken or fish"". I asked him is there anything you can assist me with, came the reply no. "
✅ Trip Verified ,A330-300,Solo Leisure,Economy Class,Kuala Lumpur to Sydney,March 2020,4.0,5.0,4.0,4.0,,5.0,5,yes,10,"  Kuala Lumpur to Sydney return. Good flight over and great flight back. Malaysia Airlines economy product is almost always good. Though it does depend on the crew. On these two flights the crew were excellent, especially the return sector. Above and beyond in friendliness and ""can do"" attitude to requests. Looking great in their uniforms. Food was good. The main meal always feels a bit small for me. And one was served just a degree or two above cold but the flight attendant got me a warmer one off another trolley. MAS take note - we westerners do not like hot food served any other way but piping hot. Especially during covid19 concerns. The snacks served at the end of the journeys were excellent and hot. Greatly improved from previous journeys. Nice touch is crew walking the aisles with a tray full of beers on departure from Sydney. Since the passengers are Australians or Indians, its greatly appreciated. Dont expect it on departure from KL. IFE quite good. Seats getting on in years but Ok. Cabin colours very pleasant. Both flights ontime or early.  Often offering very reasonable fares for the quality of the product, I would highly recommend."
✅ Trip Verified ,Boeing B737-800,Family Leisure,Economy Class,Singapore to Kuala Lumpur,January 2020,4.0,5.0,5.0,5.0,,5.0,4,yes,8,"  Singapore to Kuala Lumpur, Great check-in Time. So helpful check-in Counter staff. The flight is smooth, on-time. The flight attendant is nice. The inflight meal is cake (pandan) and peanut. The pandan cake is delicious, I like it."
✅ Trip Verified ,,Couple Leisure,Economy Class,Mumbai to Melbourne via Kuala Lumpur,February 2020,1.0,1.0,,,,1.0,1,no,1,"  Mumbai to Melbourne via Kuala Lumpur. My husband passed away on our trip to India and as we both had a return ticket from India to Australia, I requested for his ticket to be changed to my daughter’s name so she could accompany me back home. From Malaysia Airlines, there was no level of compassion shown - I was not asking for a free ticket. I was ready to pay for the penalty on the name change but under no circumstances did they consider my request; they neither cancelled my late husband’s ticket and at a time of loss, with the stress of the funeral arrangements, my family had to stress about getting a new ticket for my daughter to travel back with me. A death in the family is a deeply distraught moment in a persons life - some level of compassion goes a long way in showing support and assistance, this process with the airline has made me rethink of ever using them."
Not Verified ,A330-300,Business,Business Class,Brisbane to Kuala Lumpur,February 2020,4.0,4.0,3.0,2.0,,3.0,4,yes,8,"  Brisbane to Kuala Lumpur. Warm greetings from cabin crew upon boarding the plane. Service was fine. Cabin crew interacted with me in a professional manner. Meal service started with the Malaysian Satays, which was excellent. The main course, a chicken dish was not the best. The flat bed was comfortable enough to allow me a few hours of sleep. The IFE has a limited selection of movies, needs a much wider selection. No amenity kit was provided for a 8 hour flight, a bit disappointing. The service from the crew was excellent."
✅ Trip Verified ,,Couple Leisure,Economy Class,Sydney to Kuala Lumpur,February 2020,1.0,1.0,1.0,2.0,,1.0,2,no,2,  Sydney to Kuala Lumpur. Malaysian hospitality at its worst and filthy seats. Check in took us 45 minutes despite being 4th in the row. The check-in desk was manned by inefficient members. This was followed with seats that hadn’t been cleaned and the floor in front of us had food scraps. The cabin crew did not acknowledge requests for anything and their attitude is easily the worst. 
✅ Trip Verified ,,Couple Leisure,Economy Class,Kochin to Auckland via Kuala Lumpur,February 2020,3.0,1.0,1.0,,,1.0,1,no,1,  Kochin to Auckland via Kuala Lumpur. Crew is not happy and service was not good for me.  Will get two meals in between those two meals there is more than 7 hours difference. I don't recommend Malaysian airlines. If I asked something the crew doesn't reply or respond to me. 
✅ Trip Verified ,Boeing 737-800,Solo Leisure,Business Class,Kuala Lumpur to Jakarta,February 2020,2.0,5.0,2.0,5.0,,3.0,5,yes,6,"  Kuala Lumpur to Jakarta. Totally disappointed on this flight. The regional golden lounge was not worth going into so I went to the other lounge. Aircraft change from A330 to Boeing 737. Onboard crew were friendly but once seated the aircraft was hot. Crew served welcome drinks and hot towels, my meal was bland dry beef with chutney."
✅ Trip Verified ,A350,Business,Business Class,Kuala Lumpur to London,February 2020,4.0,4.0,3.0,3.0,3.0,5.0,4,yes,8,"  Kuala Lumpur to London. Flight departed on time. My main issue was that cabin crew did not address the passengers by their names anymore, which this was a unique way of service touch point used by MAS for so long. It was sad seeing this no longer in use, not even a “Sir” or “Madam” used in between conversations, flight was smooth, was hoping for an extraordinary service but it was not given."
✅ Trip Verified ,A330,Solo Leisure,Business Class,Denpasar to Kuala Lumpur,January 2020,4.0,5.0,5.0,,,4.0,5,yes,9,  Denpasar to Kuala Lumpur. Excellent flight with a very comfy full flat seat. The crew was exceptionally friendly and eager to please and to deliver a First class service even though the Business class cabin was full. Glad to see Malaysia Airlines has resumed serving alcohol as the flight was only 2h30mn. I recommend highly them.
✅ Trip Verified ,,Solo Leisure,Economy Class,Brunei to Penang via Kuala Lumpur,February 2020,,,,,,,1,no,1,"  Brunei to Penang via Kuala Lumpur. I made a cancellation recently because my workplace made an announcement that travelling isn't advisable at this time due to the spread of Wuhan/Corona virus. Since I was going through KL to go to Penang, I thought this was wise. A friend travelling to Penang from South Korea also cancelled her tickets, and she did it a few days after me. And she got pver 70% refund of her tickets with a $100 cancellation fee. The flight was about 3 weeks away at that point. What seems bizarre to me is this: I cancelled my ticket days before this friend and out of the $513, I only received $31. When I wrote to customer care, this particular staff kept stressing on their flight advisory for flight to and from China. The staff handling this issue kept dodging my request for this breakdown of cancellation charges, and never really answered my questions. "
✅ Trip Verified ,,Family Leisure,Economy Class,Melbourne to Kuala Lumpur,January 2020,1.0,1.0,2.0,,,1.0,1,no,1,"  Melbourne to Kuala Lumpur. The cabin crew were rude and disengaged to me. They did not help my wife with her overhead baggage at all and stood staring. When asking for our meal options, the cabin crew did not seem to have the patience. "
✅ Trip Verified ,A330-300,Solo Leisure,Economy Class,Sydney to Kuala Lumpur,January 2020,2.0,2.0,3.0,3.0,3.0,4.0,4,no,5,"  Sydney to Kuala Lumpur. Airplane cabin was very noisy and the food were ordinary. I think flight attendants were not patient specially a man that serve in our row, he was a little impolite. Airport service was good."
✅ Trip Verified ,A330,Business,Business Class,Kuala Lumpur to Mumbai,January 2020,5.0,5.0,4.0,5.0,,5.0,5,yes,9,  Kuala Lumpur to Mumbai. The satay is one of best thing in this flight. Crew were very polite. Very good taste of food. Malaysia Airlines Golden Lounge with the new refurbished set up is one of the best lounge in the region.
✅ Trip Verified ,A330-200,Solo Leisure,Business Class,Perth to Kuala Lumpur,January 2020,5.0,5.0,5.0,,,5.0,5,yes,9,"  Perth to Kuala Lumpur. Malaysia Airlines currently flies A330-200 which are former Air Berlin aircrafts. Business class seats come with full lie-down flat bed which is quite comfortable to get some rest especially on a midnight flight. The aircraft is a little aged but is still well kept. Business class passengers have access to priority check-in and boarding at Perth Airport, and access to Qantas International Lounge. Onboard the aircraft, the Malaysia Airlines crew has definitely shown me a true Malaysian Hospitality. The crew takes the time to know our names, and greet each passengers politely, e.g. Mr Smith. The highlight of Malaysia Airlines business class flight is their signature satay and the crew spoiled me today with a generous serve of the satay and generous portion of the peanut sauce. For dinner, I chose the roasted chicken which is cooked beautifully and to perfection. After dinner, most passengers have lied down their bed and slept. We were each given a pillow and a blanket. Before arriving, the crew went around for another serve of beverages. I chose the teh tarik (literally translates as pull tea) which is a signature beverage among the local. Before I alight the aircraft, the crew wishes me Gong Hei Fatt Choi which is an auspicious saying for any Chinese celebrating Chinese New Year. It is tiny gesture like this that makes me walk away not only being well fed but truly experiencing what Malaysian Hospitality is all about."
,,Family Leisure,Economy Class,Mumbai to Melbourne via Kuala Lumpur,January 2020,2.0,2.0,2.0,3.0,,1.0,1,no,2,"Mumbai to Melbourne via Kuala Lumpur. They issued me invoice in AUD but charged my CC in USD which made my trip expensive and they won't refund. The aircraft was dirty and toilet I used was not clean. We had issues loading our cabin luggage and the food was spicy. The staff had no smile on the face and professionalism was missing. They lost my baggage and its been 2 days now and I still haven't received my baggage. I have been calling the baggage service since past 2 days and no one is responding back nor replying to my emails or voicemails. The flights were not cheap even, I paid Christmas fares. No compensation or correction offered."
Not Verified ,,Solo Leisure,Economy Class,Perth to Delhi via Kuala Lumpur,November 2019,2.0,2.0,3.0,2.0,,1.0,2,no,5, Perth to Delhi via Kuala Lumpur. I booked with Malaysia Airlines. The day I was to fly they delayed my flight for 2 hours. Later I was in the airport in Perth then again delayed. All passengers got frustrated. I missed my next flight because of this. I had to spend money again to rebook the ticket. I will never ever use this airline again.
✅ Trip Verified ,,Solo Leisure,Economy Class,Auckland to London via Kuala Lumpur,January 2020,2.0,1.0,1.0,2.0,,1.0,1,no,1," Don't use this airline. I will never ever use these people again. I flew from Auckland to London today, with stopover at Kuala Lumpur. The Auckland flight was first delayed by 2 hours due to engineering issues. This caused me to miss my connecting flight. We were issued a replacement flight, but had to wait from 9am to 11.30pm to get on this flight. I told them I need to get on an earlier flight due to work. There has to be an earlier flight to London during a 15 hour period! Then what I experienced was the most unhelpful, unapologetic customer service at the Transfer Desk. They lied to me that there was no flight earlier (there was). The worst is the so called manager - when the front desk briefed him on the issue, decided to ignore us and walked to another line to talk to other customers - and the next available flight for me was in less than an hour! When I finally spoke to him, he asked me 'what is the flight number you want to be put on?' What a ridiculous question coming from the airline. By the time they faffed around 1 hour later, I wouldn't get on the earlier flight - I doubt they ever intended to get me on it with their attitude. During my 1 hour of waiting, I heard a girl screaming at them that ""I already bought 3 tickets"", and she still couldn't fly. Two others said their flight was delayed but they were not notified. A few others not offered hotel when they had to wait from 9 to 4pm. Very disappointing customer service, the only nice thing was the front desk girl who had helped me to with directions to the airport hotel, after feeling bad for the actions of her superiors."
✅ Trip Verified ,,Solo Leisure,Economy Class,Perth to Guangzhou via Kuala Lumpur,January 2020,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1, Perth to Guangzhou via Kuala Lumpur. This is absolutely the worst flying experience I have ever had. The plane is retimed 1 hour late. Then delayed another 2 hours. Then another 2 hours. Then another 2 hours! Absolutely shocking and no apology or compensation or anything. The staff are abysmally rude and do not take the customers seriously. I will never fly Malaysia airlines again!
✅ Trip Verified ,,Family Leisure,Business Class,Phnom Penh to Cochin via Kuala Lumpur,January 2020,2.0,5.0,4.0,3.0,,5.0,5,yes,5,"  I flew from Cochin to Phnom Penh by Malaysia Airlines last week and the service was great. Today (14 January 2020) I am going back to Cochin, during my check in at Phnom Penh I had very bad experience. I waited in line for long time, the economy lane gone more faster, then when I asked the lady at check in why it is taking too long for business class, she shouted at me, she said we have problems and all are business class, not only you. If she said it politely I wouldn’t have written this, but shouting is very bad response."
Not Verified ,,Couple Leisure,Business Class,Kuala Lumpur to Melbourne,January 2020,4.0,1.0,2.0,3.0,,4.0,3,no,2,  Kuala Lumpur to Melbourne with Malaysia Airlines. Took off on time and cabin announcements were clear. Ground staff service efficient. Golden Lounge big but lack ambience. Service by cabin attendants generally was poor and somewhat remote. Food was disappointing being very average. Cheese and items after mains etc as per Menu Card were not offered on this particular trip and no explanation was given. Cabin staff were not very engaging. Incredibly no breakfast was provided after a night flight on this trip. It seems like the cabin lights came on just as landing announcements were made.
✅ Trip Verified ,A330-300,Couple Leisure,Economy Class,Kuala Lumpur to Sydney,January 2020,3.0,3.0,1.0,1.0,,5.0,2,no,1,  Kuala Lumpur to Sydney in Economy Extra Leg Room. My TV Screen would just drop down every now and then. My wife Headset had a loud crackle and static. I ordered a Gluten Free meal. I received Fish that was was dry. I don't expect good food on an aircraft but this was the worst meal that I have ever been served.  I received a snack about 2 hours before landing. I asked for a glass of water that was served from a jug and the water was warm. The aircraft was far from clean. We used wipes to clean the arm rests and the wipes ended up far from white.  I will go back to Malaysia but I would rather go via a connection with another airline than directly with MAS and I'm sorry for all the good people that work for Malaysian. 
✅ Trip Verified ,,Couple Leisure,Economy Class,London to Auckland via Kuala Lumpur,January 2020,,,,,,,1,no,1,"  London to Auckland via Kuala Lumpur. I booked 4 flights in April 2019 to travel in January 2020 and within weeks of booking Malaysia Airlines changed 2 of them to different days and times. As they had not changed the other 2 flights they would not give me a full refund if I cancelled. The new flight times cost me an extra £250 in hotels, but even more frustrating the new flight schedule was £600 cheaper than my original itinerary, but Malaysia Airlines would not offer any reduction. After many months of dealing with an inconsiderate company they gave me a token number of air miles. This compensation cannot be used to book seats and is not even enough to get access to their airport lounge. Their Customer Service is so poor; a web site contact only; delayed responses; being pushed from one department to another and just an overall disregard for the customer."
Not Verified ,A350 900,Couple Leisure,Economy Class,Kuala Lumpur to London Heathrow,January 2020,5.0,5.0,5.0,4.0,,4.0,5,yes,9,"  Kuala Lumpur to London Heathrow. Check in was straight forward and quick as was  immigration and security. Greeted at the aircraft door with a warm welcome and a smile. Took off on time and cabin announcements were clear. Shortly after takeoff peanut and drinks service then after about an hour in flight first meal service commenced. Choice was Asian or European dish with a choice of wine or soft drinks. Meal consisted of salad, main, desert and cheese and warm roll. More drinks followed and throughout the 14.5 hour flight or were available at the rear of the aircraft. Breakfast offered 2 hours prior to landing with again 2 choices and hot drinks. Throughout the flight the toilets were cleaned frequently. The service was very polite and courteous with lots of interaction with the crew if you were willing to chat but otherwise slightly low key. Leg room was satisfactory but the entertainment system was easy to use and rapid loading the films were slightly outdated and not the best."
✅ Trip Verified ,A330,Couple Leisure,Business Class,Kuala Lumpur to Melbourne,October 2019,4.0,3.0,3.0,3.0,,5.0,4,no,5," Kuala Lumpur to Melbourne. I have flown Malaysia Airlines business class many times due to needing to join my airline from KL. I would love to say they have improved however the sad truth is, they haven't. I would have to say that the Golden Lounge in KL was excellent, with attentive staff and great showers and food. The flight was prompt and on time. The crew seemed a bit remote and did not engage. I almost felt like I was imposing on them to ask for anything. The food was average and the satays were now down the 4 sticks instead of 6. The wine I had was average and one glass I had was corked. I really hope Malaysian get their act together as it is a good option out of Australia. There would be minimal cost as most of the issues seem to stem from a lack of customer-focused service."
✅ Trip Verified ,A350-900,Solo Leisure,Business Class,Sydney to Kuala Lumpuir,December 2019,4.0,4.0,4.0,4.0,,4.0,4,yes,8," Malaysia Airlines is currently flying its flagship aircraft A350-900 XWB between Kuala Lumpur and Sydney. Business class passengers have priority check-in and boarding privileges, and in Sydney passengers will be given express security screening pass as well which is helpful. At Sydney Airport, they do not make any announcement about boarding so passengers are advised to go to the gate at the time stated on your boarding pass. Upon boarding, the Malaysia Airlines cabin crew are really warm and friendly. Business class passengers are welcomed with juices and cold towel. The seat on A350 is pretty spacious with different compartments for your personal items such as iPad and iPhone. The seat has 3 modes: upright, relax and lie-flat bed, and they are quite comfortable to sleep in on a long haul flight. Passengers are given a pillow and blanket, as well as amenity kit. No pyjamas are supplied. Malaysia Airlines consistently deliver their delicious signature satay and I was lucky to be given two servings of satay. For lunch, I had Tasmanian Salmon, Chef Nell’s Rib Eye and seasonal fruit. The rib eye was not cooked to tender (meat does not fall off your fork) which is a let-down. The taste for both my entree and main are well done. The inflight entertainment OS is pretty smooth and responsive. However, it has very limited range of choices. I have completed SYD-KUL earlier in 2019 and one of the senior crew had such a really high benchmark in terms of service and hospitality, and thus comparing this experience to my previous one, I am less impressed with the service. The flight was overall uneventful, and the crew was friendly and responsive to most passengers"
✅ Trip Verified ,,Couple Leisure,Economy Class,Kuala Lumpur to Perth,December 2019,5.0,5.0,5.0,5.0,,5.0,5,yes,10,"  Kuala Lumpur to Perth. Cabin crew service was amazing, food selection provided was great, IFE was excellent, the lavatory was clean. As a Malaysian I really feel proud with my national carrier and will continue to do so."
✅ Trip Verified ,,Couple Leisure,Economy Class,Perth to Kuala Lumpur,December 2019,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10," Perth to Kuala Lumpur with Malaysia Airlines. My flight was twice delayed but sufficient notification was being sent. Great ground agent service always with a smile. Cabin crew were friendly and efficient. Food was of great quality, IFE working well and seats are comfortable. Will fly with them again. Proud of my national carrier."
✅ Trip Verified ,,Solo Leisure,Economy Class,Kathmandu to Melbourne via Kuala Lumpur ,December 2019,2.0,1.0,1.0,2.0,,1.0,1,no,2," Kathmandu to Melbourne via Kuala Lumpur. Horrible service by staff who were rude right until we landed. Meals were only warm, entertainment was very slow to load. Overpriced and would not fly again"
✅ Trip Verified ,,Solo Leisure,Business Class,Melbourne to Kuala Lumpur,December 2019,1.0,1.0,1.0,1.0,1.0,2.0,1,no,1,"  I flew business from Melbourne to Kuala Lumpur on 18th December. This was by far the worst flight experience I have ever had. The level of service was way below what you expect from even an economy flight in other airlines. The airplane was untidy and messy. The business crew kept changing and they never happened to take orders or requests properly. To start with, there was no headset available and as a result of that I couldn't use any entertainment! The cabin was so cold and there was no blanket available; I had to beg couple of crew and ask few times to get a single small blanket! I pre-ordered my main dish online the day before the flight; which was never delivered to me! I asked one of the crew about the dinner but didn't get a clear answer or explanation. I presume that the food was either eaten by crew or another passenger or never existed. This was unbelievable. Adding to the list, the toilets were constantly engaged or locked by crew themselves for no reason. It was a real challenge to find a vacant toilet during the flight. This was a disappointing experience. For such a long flight and a business ticket, the service was extremely poor. I will never try Malaysia Airlines and would suggest you not to waste your money there and simply go for another airline."
✅ Trip Verified ,Boeing 737-800,Family Leisure,Economy Class,Kuala Lumpur to Singapore,December 2019,4.0,5.0,5.0,1.0,,5.0,4,yes,7,  Kuala Lumpur to Singapore. The Entertainment Touchscreen was not working. I cannot complain about it because the flight is only 45 minutes from Kuala Lumpur to Singapore. The flight is still good. The outbound flight is still acceptable even without a working touchscreen.
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Kuala Lumpur,December 2019,1.0,3.0,2.0,3.0,,1.0,1,no,1,"  London to Kuala Lumpur. Awful, rude customer service. The only way to make a complaint is by using their web form, which doesn't work. It doesn't recognise words like, United Kingdom and asks you to verify characters that aren't shown. There is only a phone number for reservations, but they won't help you if there's an issue. The airline damaged my suitcase and won't offer any compensation. I paid extra of an exit seat, but had to move seats because the exit seat was so crowded. They take a very long time to respond by email. I will never book with Malaysia Airlines again."
✅ Trip Verified ,B737-800,Solo Leisure,Business Class,Phnom Penh to Ho Chi Minh City via Kuala Lumpur,December 2019,5.0,4.0,3.0,4.0,,5.0,5,yes,9,"  Phnom Penh to Ho Chi Minh City via Kuala Lumpur. Flew SGN-KUL-PNH and back mid December 2019 on their old B737-800 which are about to have passed their silver weddings. Check-in in SGN was a breeze as usual – I came earlier and found an open counter from the previous flight and - vupti - got all my 4 BPs issued instantly which allowed me early lounge access in the Le Saigonnais which is new and very nice though not world class. Onboard, smooth travels and nice, huge, decliner, classic, comfortable business class seats. Up to 16 seats in business which were full or almost full on all sectors. I ordered special meal which was delivered on all 4 sectors. Tried also a non-special meal on all 4 sectors. Food acceptable and 3 choices and menu cards were handed out. No alcohol, but you can bring your own discretely and they’ll accept it. 3 of 4 flights on time (first leg was 15 Minutes late). Golden Lounges in KLIA are fabulous. Slept overnight in their Quiet Area. They have discontinued their subscription on Supersport disallowing access to most important sports events on their TVs. Noddle shop is a hit! Transit in PNH was very easy and I could pass in 3 Minutes just showing BPs and go through a security screening. The Plaza Premium is a fine, 3rd part lounge that Oneworld Airlines contract to. Extremely many Chinese citizens in the lounge, likely more than 75%. This is a recent development compared to 1-2 years ago. The flights were cheap and in flexible D-class (business). They rendered a lot of miles and 160 tier points to my British Airways membership. IFE worked fine on individual monitors with many choices. Last leg offered no IFE. Newspapers and magazines available. Gatebridges made available for all passengers at all 8 aircraft ascends and descends which was very nice and quick. The cons with MAS are few but somehow significant: Very short check-in period in regional airports is a problem. Advise to come earlier and get BPs from the check-in team at the flight prior to the one you fly with. All aircraft were narrowbody and were from last century. No alcohol available nor served unless one fly to another continent."
✅ Trip Verified ,,Business,Economy Class,Melbourne to Kuala Lumpur,November 2019,1.0,1.0,1.0,1.0,,1.0,1,no,1,"  Melbourne to Kuala Lumpur. The worst flight of my life. The aircraft looked old and uncleaned. My food was cheap and insipid in a small snack size pack with no accompaniments. They did not give dinner when we landed in the night. The entertainment was just in the name ( again they got the cheap old TV series and movies) on styled consoles.  I thought they may like to attract people with good service, food and entertainment. How wrong I was. When I asked the cabin crew if she has any snacks for dinner, even peanuts will do, she said we have none. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Adelaide to Kuala Lumpur,December 2019,1.0,1.0,1.0,2.0,2.0,1.0,1,no,1," When I went from Adelaide to Kuala Lumpur. The customer service from the staff was not good and on the same day, the food was not good. And while returning to Australia, for vegetarian they have no meal though it’s been ordered. While coming back to Australia my luggage was missed from Malaysia and had been delayed. Still waiting for its arrival. Very poor customer service."
✅ Trip Verified ,Boeing 737-800,Family Leisure,Economy Class,Bangalore to Langkawi via Kuala Lumpur,December 2019,1.0,4.0,2.0,1.0,,1.0,1,no,3,"  Bangalore to Langkawi via Kuala Lumpur. Entertainment system was very bad. The TV remote wasn’t working . We had to press on the TV screen very hardly and works only then. They didn’t have a wide range of movies, songs etc.  Leg room is good. Seating was the worst. Food was good but the quantity was less. Toilets were clean, headphones were good. "
