status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
Not Verified ,A350 / A380,Business,Business Class,Melbourne to London via Singapore,March 2022,2.0,3.0,2.0,,,2.0,4,no,6,"  A350 from Melbourne to Singapore was in regional configuration and unsuitable for a nearly 8 hour flight. My seat was hard and there are too many in the business class section. Food served to me was in microscopic proportions and there was no drink on boarding. I waited 90 mins for first refreshment. A380 upper deck has many business class seats, some of the windows are obscured, my seat was rock hard though it was bigger and with more storage than previous flight. Long delay to my getting refreshments. Long delay to serving food. I got the impression that there are too many business class seats on the A380 for good service to be possible. In transit at Changi the Krisflyer lounge was packed with nowhere to sit and overheated."
✅ Trip Verified ,Boeing 737-800,Solo Leisure,Economy Class,Singapore to Male,March 2022,3.0,1.0,1.0,1.0,1.0,5.0,1,no,2,"  Singapore to Male, no inflight entertainment or even music. No towels, no appetiser and no choice of meal. Coffee/tea was not offered to me. After takeoff 1 toilet was locked for the entire flight until before landing. That usable toilet was filthy after an hour. When booking this route there are 2 flights a day both the same price but the night flight is operated by the A350 which has inflight entertainment. The day flight i took did not. Why the difference when the ticket price is the same? The website should prompt the user that this flight has no entertainment. No smiles no friendliness. Whatever happened to the Singapore Girl and A Great Way To Fly?"
✅ Trip Verified ,A359,Family Leisure,Business Class,Munich to Singapore,March 2022,4.0,5.0,5.0,4.0,,5.0,4,yes,9," First time on SQ business for a very long time so we were excited to see what it was like especially during COVID. Compared to the Qatar the hard product is not as good especially the Q suite. The book the cook worked well with course by course service with the chicken satay as amuse bush. Meal was excellent by any standard as was the service. Where they went above and beyond was when my 2 year old son was feeling unwell, they assisted more than I would ever have hoped for. Flight was a bit more turbulent than normal due to the different route to avoid Russia and the Ukraine. The flight landed late due to a headwind. Luggage was out by the time we cleared immigration. Only downside was the lack of a touchscreen and selection of shows was not as good as I remembered."
✅ Trip Verified ,A350,Solo Leisure,Economy Class,Singapore to Melbourne,February 2022,4.0,4.0,1.0,3.0,3.0,1.0,4,yes,6,"  I flew from Bangkok to Melbourne via Singapore. Singapore to Melbourne flight, SQ237. Seated in 63H, towards the back. The flight was full, the first day the Australian border was open. The boarding procedure at Changi Airport Terminal 3. Users of Changi will know the security for flights at Changi is typically at the individual Departure Gate. Unlike at other airports where it tends to be before entering the Terminal. At Terminal 3 they've decided to do all the security for 4 gates, you are then in this little pig pen with 3 other flights, potentially 1500 people, it's not big enough. The lines for the different flights cross each other, and there is little by way of organisation. No one seemed to be in charge, when I politely mentioned it didn't seem very organised I was met with a blank stare. I didn't expect this at Changi Airport. A cheerful and informative crew, attentive to people's needs, even in Economy. The plane interior is pleasant, it was clean. The inflight entertainment was all right. OK, the food. Flight was at 00:30 hours, so there was no dinner, shortly after takeoff we went to lights out, with breakfast to be served 3 hours out of Melbourne. Meanwhile the hostesses came round on a regular basis with glasses of water. Breakfast arrived, lightly cooked sausages, scrambled egg, beans, and some nasty pasta tomato sauce, that smells of capsicum. The egg seemed to consist of only yoke, a small spoonful was enough to confirm it wasn't fit for consumption. I'm a keen airline food eater, I enjoy the tray format, and I'm not too fussy, but this was inedible. I complained and asked for the alternative, vermicelli noodles with some stir fried chicken. It wasn't great, too much vermicelli and not enough sauce, but it was adequate. An hour or so later, a senior hostess came and chatted with me, and asked me what was wrong, I described the egg, she said someone else had also complained, I thanked her for asking me. I had an extremely good Nasi Lemak going up to Bangkok from Singapore on January 8th with Scoot, so the Changi kitchens can produce good food, and needless to say Singapore is famous for its food. Please SQ, don't serve food which doesn't pass muster. At 5am Singapore Time most of us would be quite happy with a Continental breakfast. A roll, a croissant, jam and butter, a bit of pineapple, a yoghurt. Early days, we are all finding our feet. Like a lot of SQ travellers I am fond of the airline, and look forward to them hitting their stride soon.t"
✅ Trip Verified ,A350-900,Couple Leisure,Economy Class,Colombo to Sydney via Singapore,January 2022,3.0,3.0,1.0,3.0,,4.0,1,no,3,"  The check in was excellent given the fact it was during the pandemic. Took off on time. The movies need to be updated more frequently. My food was a let down and portions are very small. From Singapore to Sydney ( 8+ hours) we were given one meal which included a rice noodles with seafood, ice cream and a bread roll. No salad or cheese and crackers. No pre arrival meal was given. No hot towels on both flights and my wifi never worked. However the staff were very polite and courteous. "
✅ Trip Verified ,,Family Leisure,Economy Class,Manchester to Bangkok via Singapore,December 2021,,,,,,,1,no,1,  I booked to go to Thailand on the 16/12/21 From Manchester but my wife had a positive covid test so we couldn't fly. I have been trying to get in touch with Singapore Airlines but I am just being ignored. Tried phoning the help line but gave up after 1 3/4 hours. I booked directly with the airline in case something like this happened but it hasn't made any difference.
✅ Trip Verified ,,Couple Leisure,Economy Class,San Francisco to Bangkok via Singapore,November 2021,2.0,4.0,3.0,3.0,,1.0,1,no,3,"  We flew coach class from SFO to Bangkok in November 2021. We found that Singapore Airlines was not the airline of old. It used to be the best airline in Asia. No more. The seating was cramped, not on par with other competitor airlines such as ANA, and certainly no better than EVA or Cathay Pacific. They canceled our connecting flight on their subsidiary airline, Scoot, booked through Singapore Air, from Phuket to Singapore on the return leg. We were notified by email just 16 days before the scheduled flight. We were informed that we had to now fly out of Bangkok to Singapore, not Phuket, and we had to re-book through Singapore Air, not Scoot, and had to telephone a customer service agent to do so. This meant a total revision of our itinerary and losing the non-refundable tickets we had already purchased for flights in Thailand. We spent a total of 4 hours on hold attempting, without success, to reach an agent. We called both the Bangkok and Singapore offices to no avail. We even had a travel agent call for us on the agent's line. She gave up after 1/2 hour on hold. We tried email. They told us they would get back to us in 7-14 days. We had gone to both the Phuket and Bangkok airport Singapore Air offices but both were closed. We gave up and flew ANA home. They answer their phones. When we returned we found that all they would refund were the taxes. Sent a letter by post to the corporate headquarters. One month later no response, not even an acknowledgment of receipt."
✅ Trip Verified ,A350,Couple Leisure,Economy Class,Melbourne to Manchester via Singapore,January 2022,1.0,4.0,2.0,4.0,1.0,3.0,2,no,3,"  I've got to say that my experience flying Melbourne – Singapore and Singapore – Melbourne have completely turned me off Singapore Airlines. Their new fit outs of their A350s have reduced the seat pitch and the seats are a step back in quality. The cushioning is very thin and hard which is uncomfortable and the seats themselves are poorly constructed. The seat in front of me would buckle and bend every time the average size person in it moved which meant my knees copped a pounding given they were crammed up against the seat because of the reduction in space.  These new seats negate SIA from being a feasible selection as an airline for me. Thankfully the plane from Singapore to Manchester had not suffered the same upgrade and was a reminder of how bad the Melbourne – Singapore update is.  The meals were also underwhelming compared to pre-pandemic with very basic options and accompaniments. It took them 3 hours after take off to provide food and remove the trays due to having only one trolley cart servicing each aisle in the economy cabin. The whole experience very much smacked of an airline that has been taken over by bean-counters and they are cutting costs at every turn possible with cramming more people on the plane and providing less food and staff, and ultimately an experience that is a shade of SIA's glory days pre-pandemic."
Not Verified ,,Family Leisure,Business Class,Singapore to Sydney,December 2021,4.0,3.0,1.0,4.0,4.0,4.0,2,yes,3,"  Quality of food and beverage has dropped off significantly compared to usual business class offering.  Only 1 meal was served on the flight and we were asked to choose whether to have it as dinner upon departure or breakfast prior to arrival. The meal was very average. In the morning they didn't even have yoghurt or cereal to offer to the kids. Both children, age 3 and 5, were in BC also. Very disappointing for an airline of such calibre."
✅ Trip Verified ,A350,Family Leisure,Business Class,Dubai to Singapore,December 2021,4.0,3.0,1.0,4.0,5.0,1.0,2,no,4,"  Trying to contact them by the call center is a nightmare with a lack of customer service and inefficient. The seats on this aircraft were the new regional business class seats which are not bad. The IFE is also good and we had 100MB free wifi which was nice. The crew were good. However, the food was an utter disaster. For a 7 hour flight, we were given 1 miserable meal which was rubbery eggs and mashed-up vegetables. Book the cook was not functioning on this sector so we had no other choice. No welcome drink either. Standards have gone down drastically from many aspects."
✅ Trip Verified ,A380-800,Couple Leisure,Economy Class,Sydney to Singapore,December 2021,5.0,4.0,1.0,4.0,5.0,3.0,2,no,4,  The boarding went on very smooth. The seat was very comfortable and had enough legroom. I was really disappointed with the meals. I chose the lemon chicken with fried rice. It was a very small portion. No salad was offered. The bread roll was in plastic packet cold and dry. The chocolate cake for dessert was okay. Usually flights between the east coast of Australia and Asia they offer a main meal and a pre arrival meal but on this trip no pre arrival meal was given. I feel like SQ is trying to save money by doing this. The IFE was good. Overall I won't be flying with them in the future. 
✅ Trip Verified ,,Couple Leisure,Economy Class,London to Singapore,November 2021,,,,,,,1,no,2,"  We booked return flights from London to Singapore with a guarantee of unlimited complimentary changes. Due to COVID we could not travel in Nov 2021 and want to move the flight to Oct 2022. Online, it is impossible to move the flight to any date later than 12 months from the date that the booking was made. Calling Customer Service is tortuous! My partner has made three calls. Each time she has waited approximately two hours to speak to an agent. Each time she has been told that they have to make the change manually but then when the agent tries to action the change, they are unable to do so, refer to a manager and then promise to call back. They don't call back. This is totally unacceptable! On the latest call, my partner asked to speak to somebody more senior than the agent she had been speaking to. In the process of transferring the call, she was cut off. Nobody has called back.  My partner is not so stressed and upset about this matter that I have taken over dealing with the airline. We don't have time to waste on the phone trying to resolve this.  A five-star airline needs to treat it's customers with respect from the day of booking until the end of the flight. It's not all about the flight and service (or lack of it) prior to the day of travel needs to form part of an airline's overall score. Singapore Airlines are not worthy of your award at the moment."
✅ Trip Verified ,,Solo Leisure,Business Class,Hong Kong to Singapore,December 2021,,,,,,,5,yes,9,"  I had to cancel my flight due to suddenly tightened quarantine requirement set by Hong Kong government, from 14 days to 21 days. Upon my return and have to pay by myself. I wrote an email to the customer service to request for a refund, they got back to me under 3 days by a personal phone call. Although the condition of my ticket was non refundable, they were so kind to refund me fully. It was processed immediately, with an email to confirm as well it. Such kindness and consideration during this difficult period for traveling is much appreciated. So glad to have been a loyal customer to this airline (I'm a Gold Kris flyer). I do hope to fly again with them when the situation improved."
✅ Trip Verified ,A350 / Boeing 777ER,Solo Leisure,Business Class,Bangkok to Frankfurt via Singapore,December 2021,3.0,4.0,3.0,3.0,3.0,4.0,4,no,2,"  The flight was booked at a time when the Covid situation was still looking better and the chance to be be able to leave Changi airport during a long layover looked good. That face with Singapore Airlines flexibility claim of change of flights on their website, made me booking a flight with a 16h layover. Unfortunately, things were not looking good about a month ago, and I tried to change my flights to a short layover. I tried to contact SQ via its change of flight form for Covid related reasons through their website. 5 requests over the span of a month remain unanswered till today, complaint emails were also not replied to. I also tried to contact SQ through their callcenter, was placed in a loop for hours. After getting through after days of trying, I was told that there were seats available for the same booking class and I would be informed once the the ticket would be re-issued. So far so good. An hour later I was called, saying that this „special fare ticket“ can only be changed if if I pay this and that in addition, which ended up to a ridiculous amount, and I declined. So I was back to square and had to endure a 16h stay at Changi airport. SQ does not honor their claim of ticket flexibility. Other carrier I flew during the pandemic were willing honor their flexibility claims. The flights themselves were rather unremarkable, not as polished as Qatar, with no dining on demand offered. Food was average to say the least. No touchscreen TV and average seat on the really noisy 777ER on the long flight. Overall due to the non existing customer service on the ground, not recommended"
✅ Trip Verified ,Boeing 777-300 ER,Solo Leisure,Business Class,Singapore to Frankfurt,December 2021,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Due to the pandemic, it has been two years since I boarded a flight. When the opportunity arose to travel to Germany under the vaccinated travel lane (VTL) scheme, I booked a round trip to Frankfurt. The business class product still retained its high quality in terms of attentive service from the cabin crew. I had ordered my meals from book the cook option and lunch was promptly served shortly after take off. Being a day flight, the cabin crew came around to convert the seats to bed mode. I managed to get some good sleep until dinner was served some 3 hours prior to landing. In terms of hardware, gone were the physical menus. Instead, an online menu was available. Pre-departure drinks were no longer being served to avoid unnecessary contact with passengers. However, meals were still served course by course like pre-pandemic times. Overall, SQ’s business class product has maintained its quality despite the pandemic. It is still a great way to fly."
✅ Trip Verified ,,Solo Leisure,Business Class,New York to Jakarta via Singapore,December 2021,1.0,3.0,3.0,3.0,3.0,2.0,3,no,5,"  I was flying in the worst of times as Omircon had just been detected, yet despite all the restrictions and requirements to fly to Indonesia, Singapore Airlines on its own was not a good choice for a long flight. I had flown SA for many short hauls in Asia, but the discomfort on this trip was due to the routing, the business class set-up, the time in which this route took off, and the poor communication that is truly what SA seems to thrive on, the latter being years of frustration with flying with them; One can never get a person to speak with whether in Asia, NYC or LA. I had over 400K miles therefore I was getting award tickets, in business class, which I have flown for over 40 years consistently. The only ticket available for mileage went through Frankfurt, which meant I had to leave the plane (after 6 hours, middle of the night, but too early in Europe to have any of the lounges open), go through transit and feel like a zombie. (thank you Canada Air for being open and having showers!) But let's talk about the poor design of business class and lack of comfort. These were not staggered seating, so there was no privacy, the ""bed"" could not be done by mere mortals pushing buttons, its construction was convoluted and byzantine, such that an attendant had to physically configure the flat bed and mattress etc. So uncomfortable, as one had to contort oneself to actual fit the length. In the staggered layouts they are already at an angle. Any other flat bed can easily go from seat to bed with button pushing. I have flown to Asia and back from the USA no less than 50-60 times in the last decade and the choices of airlines with better routes and greater comfort, such as JAL, Qatar, Cathay and years ago even Malaysia Air. I don't understand why this airline gets such high marks? I know their agenda: to extend their reach and become a premier European carrier. I will continue to fly SA in Asia for very short hauls, but if I decide to go to Vietnam after many months in delightful Indonesia, it will not be on SA. I have other qualms, but let's face it, flying during this particular phase of the pandemic, with non-stop testing, non-stop mask wearing, abbreviated services, and less perks were not enough to make me stop traveling, but I thought, ""Well, I am in good hands"". The flying itself was lovely, (that was 21 hours, not counting stops in Frankfurt + Singapore). Good Grief! I have my return ticket on the same route in 5 months; I'll need my strength to just find out if there will be any other choice. (there wasn't in October)."
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,Business Class,New York JFK to Frankfurt,November 2021,5.0,5.0,5.0,1.0,5.0,5.0,5,yes,10," SQ25, JFK-FRA, in Business. Check in Counter, did not know how to put a Final Destination on my luggage, and instead insisted that it go to FRA, and get rechecked in. Finally a supervisor came over, and showed them how to put my luggage through. Virgin Lounge was nice and comfortable, although few available meal options. Boarding was fast easy, crew came around to take orders, and offer me a blanket. Slim menu choices, with no Don Perignon, but as we are in COVID, I accepted what was offered. Seat was extremely spacious, and comfortable. IFE was a disaster. I have been flying with Singapore Airlines since 2008, and 24 November's Flight was a appallingly horrific turnaround from what I've previously experienced. Difficult to use as well. Landed in FRA, and proceeded to next flight. Can't wait to fly Singapore Airlines Business Class again, but on a longer route, and hopefully out of COVID."
✅ Trip Verified ,Boeing 777,Couple Leisure,Business Class,Frankfurt to New York JFK,November 2021,4.0,4.0,2.0,4.0,3.0,5.0,3,yes,7,"  
FRA to JFK, still a good and safe airline but massive cut downs and not perfect any more.  On the first leg one one hand a very nice and helpful crew which was on the other hand not very visible for customers in a very empty plane, only when you asked for something the helped you, then however very friendly. No welcome drink, No amenity kit provided, on both legs. No menus. The flight attendant explained they had only lamb stew or pork belly to offer for dinner. I can eat lamb and I did, but I know many people do not like lamb neither would eat pork; the meal was oK, but definitely not Business Class quality. No vegetarian option. Same thing on the flight back JFK to FRA, only 2 options. On the flight back the crew was more visible. The seats in Business Class are not so comfy as expected but still very good giving you a lot of privacy compared with Lufthansa Business Class. Good entertainment with good classical selection (I am a fan of classical music)"
✅ Trip Verified ,,Business,First Class,Bangkok to Sydney via Singapore,November 2021,,,,,,,1,no,1,"  I paid $7200 for a first / business class ticket and their website is too buggy to handle date changes. I just get the error, ""Due to a technical error, we cannot issue your tickets right now. Your credit/debit card hasn’t been charged, although the amount has been put on hold on your card. We’ve requested for your bank to release the hold, which is expected to be processed in a few days. Our reservations office will be in touch with you soon to assist with your booking. For urgent assistance, get in touch with your local Singapore Airlines office. We apologise for the inconvenience"". Their phone service and on-line chat puts you on-hold indefinitely making it impossible to change dates that way. If this isn't resolved before my flight I will need to be a no-show as I have no way of changing/cancelling my flights."
✅ Trip Verified ,Boeing 777,Solo Leisure,Business Class,Jakarta to London via Singapore,October 2021,4.0,2.0,1.0,3.0,4.0,1.0,1,no,1,"  I fear for the future of airline travel when airlines appear to use the excuse of covid19 to reduce both the level and quality of service, especially for an airline previously renowned for its 1st class operation like Singapore Airlines. I was bitterly disappointed in my recent flying experience with them; from poor quality food to reduced service levels. The crew was still wonderful, but that can't make up for the overall feeling I was left with. Forget your business class comfort pack (in my view, covid19 is not a reasonable excuse for why this has been dropped), you now need to take your own eye patches/earplugs to be able to sleep if you are prone to light/sound. Instead, you'll receive a covid19 kit so you can clean your own cabin area. Meals were of such poor quality that I wished I had brought my own sandwiches. No menus are available so you have to try and listen to rather badly-pronounced meal choices to make your selection. I chose chicken and rice which turned out to be bland and gristly, with practically uncooked chicken skin (see photos). Apparently, the different meal choice of the passenger to my left did not go down well as they also left theirs untouched. My breakfast choice; scrambled eggs and sausage were served practically cold. Excessive amounts of plastic being used in meal preparation is also very disappointing in a world trying on the whole to reduce plastic. This is hands-down the worst experience in business class that I have ever experienced and was compounded by the overly-officious ground staff yelling at us (in hazmat-like suits) to walk in single file as we were marched to a 'holding area' rather than a business class lounge. In this holding area, not even water was on offer. Other lines of passengers transiting on different flights were ordered to stand against the wall whilst our group passed by. My very strong advice, whilst covid19 continues to plague travel, is don't transit through Singapore or use Singapore Airlines. "
✅ Trip Verified ,,Business,Economy Class,Bangkok to Los Angeles via Singapore,September 2021,,,,,,,2,no,2,"  I booked a round-trip ticket on Singapore Airlines. The company touted customers' ability to change their flights for free, even being able to change a flight for free and having one free change after September 30, which would allow them to delay their flight well into 2022. I was able to easily change the flight until mid-September. After that point, I wasn't allowed to change it online and needed to call in which required over 1 hour of waiting. In September I could have changed my return flight to far into the future. In fact, the return leg of my flight was 2 months and 1 day after the initial flight. When I called in to push my flight date back, the customer service agent said I must upgrade my flight to rebook and that there was a minimum required stay of 2 months, meaning I couldn't have a the return leg of the flight more than two months after the initial one. First of all, my return flight was already more than 2 months later and before they restricted online flight changes, I could have changed my flight to much later dates.  The agent also told me the flight change would cost over 900 USD, more than the original round-trip ticket. I requested to speak to a manager. She denied my request and said she would talk to her team. After 30 minutes of being on hold, she said I could book my flight a maximum of one month past the current return date. This was not part of the agreement when I originally booked the flight. Now, however, I didn't need to upgrade the flight for some reason, but the change would cost 490 USD. Booking a one-way ticket at that time cost 497 USD. The agent explained that the difference was in the price of the flight. Nothing she said made sense.  I am about as likely to trust Singapore Airlines again as I am to fly with them."
✅ Trip Verified ,A350-900,Solo Leisure,Business Class,Frankfurt to Bangkok via Singapore,August 2021,3.0,2.0,1.0,3.0,4.0,5.0,4,no,3,"  Check in, security check at Frankfurt airport were conducted fast and efficient. Food and drink choice at LH Senator lounge limited due to Covid restrictions. Boarding of this empty 12h flight organized and uneventful. No pre departure drink offered, only after I’ve asked twice. No menus handed out, no Book the Cook online order of meals offered. The meals on offer were basically Economy meals served on China instead of plastic. The flight attendant was not able to tell me what types of wine were available. She even tried to convince me that a Chablis is a red wine. Everything was served on one tray. All those service shortcomings were explained as ""hygienic precautions"". The seat is very wide, but it’s hard to find a comfy seating position, and padding was insufficient. What really made me upset was the all nigh chit-chatting of the staff in the pantry. I know it was a long empty night flight, but please do not rob me of my sleep. This was not the first time I’ve experienced this on SQ. Transfer in Changi was chaotic, with passengers of each connecting flight being herded in long lines (nobody cared about social distancing here) before being escorted to their next flight. I’ve been on a long haul Qatar Airways flight a couple of weeks ago, and there was no compromise in services, and the staff was disciplined as always during the night flight. I was disappointed with my SQ flights after I have not been flying them for some time. I think some of their competitors are already ahead of them; so it’s high time for SQ to pull up their socks."
Not Verified ,,Solo Leisure,Economy Class,,May 2021,,,,,,,1,no,1,"  I've never had a more frustrating experience trying to book a flight .. website saying unable to proceed, customer service tell me to keep trying different flights until one works. Then several credit cards declined. Customer service tell me to send an email, they say they'll call me back .. never do. Absolute frustrating mess!"
✅ Trip Verified ,A350-900,Solo Leisure,Economy Class,Istanbul to Auckland via Singapore,December 2020,5.0,5.0,4.0,5.0,,5.0,4,yes,10,"  Excellent flights, and the staff were outstanding. Both flights were very empty, which added to the comfort level - I had an entire row to myself, and most rows around me were empty too. Nonetheless, it would have still been comfortable even if full - seats were spacious, with excellent legroom, and plenty of storage space in the seatback. The IFE was good - a varied selection of movies and TV shows, and the screen was large and high quality. Meals were all good - in particular the fried carrot cake was one of the best economy class meals I've eaten! My only gripe would be that there was no alcohol service beyond what came with the meals: usually they would do a drinks run before meals, and then offer top-ups during the meal service. This time the only drinks were offered with the meal. I suspect this may be due to Covid-19, in order to minimise interaction: it wasn't a problem, as crew were always responsive to my requests. What really made the flight were the crew: they were so friendly, attentive, warm and welcoming. This must be a difficult time for them to work, yet they were all wonderful. Additionally, I felt the Covid-19 prevention measures were good and well enforced."
✅ Trip Verified ,,Family Leisure,Economy Class,London Heathrow to Christchurch via Singapore,November 2020,5.0,5.0,5.0,5.0,,5.0,5,yes,10,"  We have flown with many airlines on various routes worldwide and this was the first time I have flown with Singapore Airlines since having children. The whole experience was second to none, absolutely fantastic. The flight from London was packed and yet the staff were VERY attentive, helpful and friendly. Nothing was too much to ask. On a much quieter flight from Singapore to New Zealand the staff were just as fantastic. Staff always make or break the experience but the staff on these flights were fantastic and an asset to Singapore air. Thank you for such a great experience. With all the covid regulations, the transfer was seamless, with a great area for the children to lay during our layover. Changi airport was a good experience even with most of it closed! We will be flying with you again! "
✅ Trip Verified ,,Solo Leisure,First Class,Bangkok to Los Angeles via Singapore,December 2019,5.0,5.0,5.0,5.0,5.0,1.0,4,no,4," I paid the high price and full fare for the First-Class ticket and was refunded only 29% of the full fare without giving the passenger a chance to confirm/consent to the refund amount. Very poor customer service and communication. March 23, 2020: SQ emailed me that my flight was cancelled due to Covid-19 situation. April 5: I wrote back ""I would like to get a refund for my ticket. Pls revert."" My intention was to ask what was the refund amount and was expecting them to revert. April 7: No response from SQ. April 14: SQ refunded the ticket without confirming the amount. As a First-Class passenger and there are only 4 first class seats in the flight to LAX, SQ could, in the very least, confirm with me the refund amount and obtain my consent before refund. And after I disputed the refund amount as being unreasonably low (not enough for me to buy another one-way first-class ticket back), they should have the courtesy to handle the communication with the customer better and in a more timely manner. So, I have requested for a reinstatement of my ticket instead of the refund on by emailing and calling customer service of SQ on June 5 and got a reply on June 30 that still under investigation. Current status as of Aug 20, it has been one and a half months and still no reply from SQ."
Not Verified ,,Solo Leisure,Economy Class,Manchester to Cebu via Singapore,October 2020,,,,,,,1,no,1,"  Inflating fares to rip off passengers during covid. My flight for December 2020 has been cancelled but SIA are offering a voucher for the fare already paid plus £40 to be used to make a new reservation costing anything from £300 - £1,00 extra on top of what I’d already paid. I’m really surprised Singapore Airlines are profiteering from loyal passengers in this way. Surely as one of the leading airlines in the world they should be offering to reschedule flights when there is availability but at no additional fare difference cost. I enjoy the service they provide but I don’t like being taken advantage of / ripped off and I will remember this smoke & mirrors con trick the next time I book a flight."
✅ Trip Verified ,A350-900,Couple Leisure,Economy Class,Melbourne to Manila via Singapore,September 2020,1.0,1.0,3.0,,,3.0,1,no,1,"  Disappointed with Singapore Airlines. Melbourne to Singapore flight was good. There were many passengers in the plane but at least we were one seat apart. Some even had the whole row just for themselves which gave them more space from others. But the transit flight, Singapore to Manila, was unacceptable, it was jam packed and most of us were given seats alongside others whom we did not know. In a 3-seat row, they made us occupy all 3 seats hence, social distancing protocol was not followed when they should have been more careful. We asked the flight attendant he told us we were wearing a face mask and face shield so it should be okay. Please note that ratings below are only based on our flight from Singapore."
✅ Trip Verified ,,Solo Leisure,Economy Class,Singapore to Hong Kong,January 2020,4.0,3.0,4.0,4.0,,5.0,4,yes,8,"  This was my first time flying on Singapore Airlines, and unlikely to be my last. The service was pretty straightforward: efficient, smooth, procedural, orderly, helpful. I would say that they're more efficient than friendly, though. Singapore check-in and gate staff at Changi were quite pleasant and friendly, but on-flight staff were neither rude nor friendly. Hey, I'm fine with professionalism, as long as it's not done in a curt or rude way (I'm looking at you, most North American airlines!) Check-in at Changi, an automated breeze done in the new Jewel section. The plane and lavatories were clean. The meal was pretty good for economy class, and entertainment options were just fine for a 3.5-hour flight. Most importantly, our flight arrived into a very quiet Hong Kong Airport early. Overall, I was pleased."
✅ Trip Verified ,A350,Solo Leisure,Economy Class,Singapore to Zürich,August 2020,1.0,2.0,,,,1.0,1,no,2,"  Because the travel office where I bought the ticket turned insolvent, Singapore Airlines declared all issued tickets of them as invalid. This is why I had to buy a new and very expensive ticket at Changi Airport directly by Singapore Airlines. Singapore Airlines however did not inform me about the cancellation of the plane ticket, nor did the check-in hotline inform me about the current situation. I am more than dissatisfied because they decline any responsibility and the information provided by the complaints office does not answer the questions at all."
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,First Class,Bangkok to Los Angeles,November 2019,,,,,,,4,no,4," I am very disappointed with Singapore Airlines (SQ) which claims to be the World’s Best Airline. Paid the high price and full fare for the First-Class ticket and was refunded only 29% of the full fare without giving the passenger a chance to confirm/consent to the refund amount. Very poor customer service and communication. March 23, 2020: SQ emailed me that my flight was cancelled due to Covid-19 situation. April 5: I wrote back ""I would like to get a refund for my ticket. Pls revert."" My intention was to ask what was the refund amount and was expecting them to revert. April 7: No response from SQ so wrote asking a few questions about the refund process. April 14: SQ unilaterally refunded the ticket without confirming the amount. As a First-Class passenger and there are only 4 first class seats on the flight to LAX, SQ could, in the very least, confirm with me the refund amount and obtain my consent before refund. And after I disputed the refund amount as being unreasonably low (not enough for me to buy another one-way first-class ticket back), they should have the courtesy to handle the communication with the customer better and in a more timely manner. So, I have requested for a reinstatement of my ticket instead of the refund on by emailing and calling customer service of SQ on June 5 and got a reply on June 30 that still under investigation. Current status as of Aug 20, it has been one and a half months and still no reply from SQ. "
Not Verified ,A350,Couple Leisure,Business Class,Perth to Moscow via Singapore,August 2020,,,,,,,5,yes,10, We have yet to fly with Singapore Airlines and it doesn't look like we will in the foreseeable future. I just wanted to thank Singapore Airlines for the speed with which they have contacted us to cancel our flight. We look forward to travelling with you in the future.
✅ Trip Verified ,,Couple Leisure,Economy Class,Sao Paulo to Dublin via Munich,December 2019,,,,,,,1,no,1,  Sao Paulo to Dublin via Munich on Lufthansa booked with Singapore Airlines redemption miles. A refund was agreed upon 3 months ago. The airline is ignoring requests for a date when the tax refund will be paid. 
✅ Trip Verified ,A350,Solo Leisure,Economy Class,Manchester to Houston,May 2020,,,,,,,1,no,1,"  In light of the lockdown in many countries in March including my own (UK) which sparked a lot of flight cancellations, I decided to request a cash refund from Singapore Airlines via my travel agent and then through them direct from the start of April. For the initial weeks they were telling me that a cash refund could not be offered and I could only re-book or be offered credit towards booking another flight. After three weeks they then decided to officially cancel my flight (due to take off in early May) and agreed to process a refund. It has now been three months since I initially requested a cash refund via my travel agent and there appears to have been no movement from the airline.  I have received time dated copies from my travel agent getting in contact with Singapore Airlines in early April and they have received no communication from the airline has been received thus far despite me being told by an advisor at the airline confirming that they had been in touch with the travel agent to issue the refund, this was around a month ago. "
✅ Trip Verified ,Boeing 787-10,Solo Leisure,Economy Class,Osaka Kansai to Singapore,March 2020,5.0,4.0,5.0,5.0,,5.0,5,yes,9,"  Osaka Kansai to Singapore. There weren't many people on the flight, the check was smooth, no queue. As well as you can tell on how many people were waiting in the boarding room. Funny story the airline website indicate the plane were full where you can't select another economy seats, and pushes you choose at the end of the tail close to lavatory. Even when you're boarded the plane when clearly no people, they weren't let you sit on the same economy coach that were empty. I have to asked 3 times to asked them to move my seat (where less than 50 people on that flight) in such a big plane, which eventually they did it. Nonetheless I still enjoyed this midnight flight and had the whole row for myself."
