status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,,Couple Leisure,Economy Class,Bangkok to DaNang,July 2023,4.0,5.0,,,,5.0,4,yes,10,"  We had visa problems with Vietnam entry visa. The Air Asia staff , particularly Naruemon were extremely helpful in resolving the visa issue. This included making phone calls to Vietnam and assisting us with a new visa application online. Thank you very much for very helpful and friendly staff at Don Mueang airport."
Not Verified ,A330,Business,Economy Class,Bangkok to Sydney,May 2023,1.0,1.0,,,,1.0,1,no,1,"  I purchased a Premium Economy seat and paid for a lie flat bed. Despite attempting to confirm my seats many times prior to departure, when checking in I was told that there are no lie flat beds on this flight. In fact the aircraft is only economy seating. I tried numerous times over a period of one week to contact their staff for a refund. Their chat bot is totally useless so I left messages, tried calling their overseas offices and always received just a voice message to leave a short message with email or phone number. Nothing! It's obvious that they cannot afford proper customer support service or are simply not interested and don't care. I have just checked online again for the same flights in September and they offer economy seats at $327 USD or premium economy at $853 USD. This airline has only one objective, take your money and if you have a problem don't contact us."
✅ Trip Verified ,,Family Leisure,Economy Class,Kota Kinabalu to Hong Kong,July 2023,1.0,2.0,1.0,1.0,1.0,3.0,4,no,5," Low cost airline (or more like mid-cost in a post-COVID world) so expectations should be set accordingly but gets you from A to B. Mid-age aircraft, narrow seats and pitch, basic food available for purchase, and minimal service. Premium Flex is a waste of money as no check-in or boarding line-up or luggage priority as promised. Ticket changes or cancellation are painful."
✅ Trip Verified ,A320,Family Leisure,Economy Class,Siem Reap to Sandakan via Kuala Lumpur,July 2023,1.0,5.0,3.0,,,1.0,1,no,1,"  I tried to book directly with AirAsia and there was no way to add hold baggage online on my route Siem Reap via KUL - Sandakan, Borneo. So I booked expecting to be able to add it at the end. Then they wanted to charge 58USD per bag for a 2 hour flight. Then I tried to look up my booking on my AirAisa login and it said I do not have any booking! Then It took a awhile to find the ""other airlines"" bookings. They claim its booked with ""another airline"" not Air Asia. I tried to cancel the booking and their is no way to cancel. There is no email address, no contact number, no chat box. There is an autorobot called Bo, which gives multiple excuses as to why it cannot help you. First it says it timed out, then it said the flight is not with Air Asia but ""another airline"" and they have to check the rules of the other airline then it doesnt get back to you. At the airport, they restricted the baggage to 15kgs instead of 20kgs online and proceeded to charge an extortionate fee for each extra kilo. Then when we checked in they booked all of us including two children aged 9 in different seats all over the plane."
✅ Trip Verified ,,Solo Leisure,Economy Class,Seoul Incheon to Manila,August 2022,,,,,,,2,no,1,"  To be honest, my overall experience with this airline is disappointing. It is a budget airline but due to hidden additional charges, it actually is not a budget one. The most terrible experience is their customer service. You are wasting your time chatting with a chatbot. My tickets were canceled due to Covid last 2020 and 2021. Until now, I did not receive any refund. They just keep on saying the status is in progress and will escalate it. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Kuala Lumpur to Singapore via Taipei,July 2023,1.0,3.0,,,,1.0,1,no,1," Worst airline in Asia, in terms of punctuality and service. I have encountered flight cancelled without refund (as nobody answers your queries its just a stupid bot), flight delayed without announcement, they irresponsibly made passengers wait and wait for hour at the boarding gate knowing connecting flight or arrival pick up would be affected. As a passenger, it's very poor management overall which made me concerned about the safety too. They also has a very lousy baggage weighing system that slows everyone down by making passengers repack their duty free into another bag but not necessarily cutting any weight. Price wise is good. But no value as they frequently cancel or delay flight without any refund. They should change their tag line from #everyone can fly To #fly at your own risk."
✅ Trip Verified ,,Solo Leisure,Economy Class,Chiang Mai to Bangkok,November 2022,3.0,3.0,,,,3.0,5,yes,8, I have always found Air Asia over the years to be very clinical. Always on time and you get what you pay for really. It’s a low cost carrier with no frills. I have never had any concerns to fly with them. That will continue to remain the same.
Not Verified ,,Family Leisure,Economy Class,Kuala Lumpur to Singapore,June 2023,4.0,5.0,,,,5.0,5,yes,9,"  Flight attendant, George was very considerate to promptly change available front seats for us upon seeing my elderly mother struggle to walk. Appreciate the thoughtfulness."
✅ Trip Verified ,,Family Leisure,Economy Class,Perth to Kuala Lumpur,June 2023,1.0,3.0,1.0,1.0,1.0,2.0,2,no,4, Air Asia website has taken such a step backwards it's infuriating. No customer service to top it off. Trying to book seats on the plane and keep getting payment / booking error trying 3 different credit cards and the same issue again and again
✅ Trip Verified ,,Family Leisure,Economy Class,Surabaya to Denpasar,June 2023,2.0,2.0,1.0,2.0,2.0,2.0,2,no,1," Totally disrespectful to its customers, rescheduling flights many times to many hours from its scheduled time and no solution. It used to be good and punctual, but now avoid this airline at all cost."
✅ Trip Verified ,,Couple Leisure,Economy Class,Labuan Bojo to Denpasar,May 2023,,,,,,,1,no,1,"  Worst airline ever, changed the flight time three times, so in the end we were not able to take the flight due to the airline constant timing changes. We had to buy tickets with another airline, and chose the refund that was presented by AirAsia as an option. After months of emailing we never received even a reply on the sent emails, and no refund was received."
✅ Trip Verified ,A320,Couple Leisure,Economy Class,Da Nang to Kuala Lumpur,May 2023,3.0,4.0,4.0,,,4.0,5,yes,8,"  They deserve the title of best LLC in SE Asia. They have been doing this a long time, and still they are the best value for money with the best routes."
Not Verified ,,Family Leisure,Economy Class,Visakhapatnam to Bangalore,May 2023,2.0,2.0,1.0,1.0,1.0,1.0,1,no,2, Very terrible experience with the check in crew. They wanted me to find a dust bin and put in the extra weight items which were sweets removed from my suitcase. They did not offer any support and the manager threatened me that she will not issue boarding pass if I don't do it.
✅ Trip Verified ,,Solo Leisure,Economy Class,Bali to Labuan,May 2023,3.0,3.0,,,,3.0,2,no,3," Booked 7 flights with AirAsia around 4 months before my holiday. Around 2 month before the flights were supposed to take place the nightmare started. They started to cancel flights for ""technical reasons"" sometimes offering alternatives that were not too bad (same route, just a couple of hours earlier or later), sometimes they offered nothing. In the end of the 7 flights only 2 happened within 1h of the originally booked time. The highlight was a flight that was cancelled and begrudgingly I agreed to their alternative which was 14h earlier. After having re-arranged the other flights this affected, a couple of weeks before the flight, the alternative was moved to within 2h of the original flight's time. Even days before the flights they kept moving them around making my heart sink every time I got a message from AirAsia with the word urgent in the title. Their customer service chatbot is making it impossible to talk to a human or hand in a claim, you just go in circles with it offering you useless options. The positives were that if it was other AirAsia flights that were affected by these cancellations it was pretty painless to move them around and most of the flights were punctual."
✅ Trip Verified ,,Solo Leisure,Economy Class,Kansai to Phuket,May 2023,3.0,3.0,,,,1.0,5,no,1,"  I was departing from the Kansai Osaka terminal 2. Terrible check in service. The person was in a terrible mood and it showed.  I checked in online and the website told me my check in was incomplete and I needed to check in at the counter. My turn in line came and the person took my passport. He asked for my seat number. I didn’t have it since my online check in was incomplete. We had a little dispute where he mentioned I needed to provide him a seat number and I told him I don’t have it and needed to complete my check in at the counter. I went to the colleague beside him since I just needed my tickets. He told his colleague to stop, asked me to stop wasting other people’s time, and told me to come back over. He eventually printed my tickets. Not to mention my checked in luggage was slightly off symmetrical from the luggage belt. He told me to adjust it. "
✅ Trip Verified ,,Solo Leisure,Economy Class,Singapore to Chiang Mai,April 2023,1.0,1.0,,,,1.0,1,no,1," Rescheduled my flight at short notice. Sent an email saying the flight was rescheduled. Had a Flight Rescheduled Refund policy, refused to refund the flight because according to them 'the flight was not rescheduled on their end'."
✅ Trip Verified ,,Family Leisure,Economy Class,Singapore to Yogyakarta,December 2022,1.0,1.0,2.0,,,1.0,1,no,1,"  This airline has so many hidden fees, they will charge you fees plus penalty for any luggage weight exceeding 7 kg per passenger. The flight was a disaster with kids noise, and way too much passengers bags in the above-head compartments and under-seats storage."
✅ Trip Verified ,,Family Leisure,Economy Class,Delhi to Kuala Lumpur,May 2023,3.0,3.0,3.0,2.0,2.0,1.0,3,no,3,  AirAsia is weighing cabin baggage along with laptop bags and ladies hand bags. Any additional baggage beyond 7 kg (combined weight of cabin bag+ laptop+ ladies hand bag) is charged INR 1900 per kg. I faced this at Delhi Airport today. 
✅ Trip Verified ,,Family Leisure,Economy Class,Kuala Lumpur to Langkawi,May 2023,1.0,2.0,,,,1.0,1,no,1," Worst airline I’ve ever flown with. I waited over 2 hours on gate K6 for departure however an announcement was made that the plane was delayed over 1 hour which I then waited patiently. 10 minutes before 5pm departure time I get an email stating plane departing from different gate which I headed to and missed the plane with my family and kids. I was then advised to go to level 3 and speak to AirAsia customer service to explain to them and they immediately requested that I pay 870RM as this is a special deal. All I can say is this airline is a total scam, stay away. I did rebook with AirAsia as now they were the only airline flying to Langkawi at 08:55pm however this time the plane was delayed 2.5 hours. Never again!"
✅ Trip Verified ,,Couple Leisure,Economy Class,Langkawi to Singapore,May 2023,1.0,5.0,,,,1.0,2,no,1,"  Missed international connection because 3.5 hours late. Was supposed to fly at 10.00 am, delayed till 12.00 but actually took off at 13.30 hrs from Langkawi. Arrived Singapore 15.00 instead of 11-30 that’s 3.5 hrs late, my connection was 15.10 to Dubai. I left a gap of 3 plus hours for delays but obviously not enough. So cost me a fortune for onwards flight to Dubai and UK. So unreliable only realised when talking to other passengers it’s a common theme. lengthy delays and no show aircraft. Big mistake, will certainly not fly again with this airline."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Bangkok Don Muang to Krabi,April 2023,3.0,4.0,,,,2.0,5,yes,5," The one hour delay of the flight was only communicated when I arrived at the airport, so I got stuck there. No apology or explanation in regards to the delay given, neither by gate staff, nor by the pilot. It’s the 2nd time this happened to me within a month, so it seems this has become the norm now. Otherwise uneventful flight."
Not Verified ,,Family Leisure,Economy Class,Puerto Princesa to Cebu,April 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," For as much as I wish this was a positive letter about our experience with Air Asia, this is far from positive. And if I was able to give this airline a ZERO, I would. Plus this letter is written in behalf of my whole family of 18 who traveled to enjoy our trip to Palawan. On the morning of Sunday, April 23rd 2023, my sister in law pre-checked all of us in online prior to our arrival to the airport which she received an email confirming this check in to show at the counter. At approximately 1130 my family of 18 (included in this number was 7 children) of us traveling arrived at the Palawan Puerto Princesa Airport which was 3 hours prior to our departure back to Cebu Philippines which was around 1430, like everybody is instructed to do before every departure. At the time, they started calling for all passengers to check in their luggage for our flight, we arrived at the counter and my sister in law showed her our pre check in confirmation email. It was an overwhelming experience to our family. The policies and procedure were never clear. As the parting answer of the Manager, that the Pre-checked in option is never a guarantee that you will have a seat. My family and I took a 3 night trip to Palawan from Cebu. I, personally have traveled on numerous different airlines and never have I noticed so much unprofessionalism. And such a disappointment to most of my family members which was their first time ever being on a plane. Even though we had so much of a bad experience with Air Asia there is one police officer that show so much compassion, especially to my wife and sister in law, who were forced to stay back till they found another flight. Never again will we fly Air Asia."
Not Verified ,,Solo Leisure,First Class,Jakarta to Bali,May 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,  Avoid at all costs! They cancelled my flight and put me on one that didn't work so requested a refund end of March 2022 and it is now April 2023 and still not received! They dont answer you or when they do it’s the usual your refund is being processed! This company is nothing but glorified thieves! Avoid.
✅ Trip Verified ,,Family Leisure,Economy Class,Denpasar to Labuon Bajo,November 2022,,,,,,,1,no,1,"  The airline is still processing a refund after 5 months. If you are lucky not to have your flight rescheduled and other issues, then you may be one of the few lucky ones. I am still waiting for my refund Air Asia!"
✅ Trip Verified ,A320,Family Leisure,Economy Class,Langkawi to Kuala Lumpur,April 2023,1.0,,,,,1.0,1,no,1,  Flight was scheduled to depart at 7.05pm and was retimed to 7.30pm. Then it was retimed to 8.10pm 3. It is currently 8.05pm and we have been told that it's now retimed to 9pm. Very well timed as this does not place them liable for any damages.
✅ Trip Verified ,,Couple Leisure,Economy Class,Surat Thani to Chang Mai,November 2022,3.0,3.0,,,,3.0,1,no,1,"  My original flight was moved to a time I couldn't get there. The flight change notification promised a refund or a flight change. I needed to change my flight to a different airport so the agent told me I would need to just book a new flight and they would issue a refund for the original flight. I went ahead and booked the new flight, but never received the refund. I have tried everything I could and this company refuses to speak with me about the issue. I've tried submitting new tickets and cases since I can't get an agent to speak with me and they decline to refund, saying the flight wasn't canceled so it's not eligible for a refund. I have sent screen shots of the e-mail where the refund was promised and they are just ignoring me completely. "
✅ Trip Verified ,,Family Leisure,Economy Class,Manila to Denpasar,March 2023,1.0,1.0,,,,1.0,1,no,1," Avoid Air Asia at all cost. They cancelled our tickets MNL-DPS-MNL, with less than a month's notice. No other flights to or from Denpasar were available - seems to me like they have stopped flying this route. Obviously, we then had to pay twice as much to repurchase tickets so close to the departure date, and so far, 3 weeks later, we have seen no sign of an Air Asia reimbursement. This company, it turns out, is in significant financial distress (PN17 status in Malaysia), so this must be a symptom of that. Don't risk losing your money with them - Air Asia seems to have gone from hero to zero, unfortunately."
✅ Trip Verified ,A320,Family Leisure,Economy Class,Langkawi to Kuala Lampur,March 2023,5.0,5.0,,,,5.0,5,yes,10,"  I flew with AirAsia twice this month, 1st from Penang to Langkawi, and then from Langkawi to Kuala Lampur, and both were top quality flights. The 1st flight arrived at the destination even earlier than the stated time, and the 2nd one was punctual as well, their cabin crew are all professional, well dressed, respectful and beautiful too! unlike Malaysian Airlines staff which were disrespectful and not good looking, If you're looking for domestic flights within Malaysia, they're the best option to choose imo, don't let the negative reviews scare you away, I bought one 25kg luggage and when I weighed it at the airport, it was 2 kg above that but still they said it was fine and didn't charge anything extra for it."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Kuala Lumpur to Bangkok,March 2023,2.0,3.0,,,,1.0,5,no,1,"  Received a message 2 hours prior to departure that flight will be delayed by 40 min. Just at the moment boarding started, it was announced that the gate has changed. After another her 1h of wait in a cramped non ac waiting area, boarding finally started. Another 30 min wait, the plane finally took off with a 2h 10 min delay. The explanation was heavy air traffic over Kuala Lumpur, which wasn’t true, since other flight were not delayed. Flight itself uneventful"
✅ Trip Verified ,A320-200,Business,Economy Class,Jakarta to Bali,March 2023,4.0,5.0,,,,4.0,5,yes,8,"  Good airline, faster checkin. Less Queues. Only issue was lack of info on terminals in JKT. On time service from Jakarta to Bali. Baggage collection was fast"
✅ Trip Verified ,A320-200,Couple Leisure,Economy Class,Chiang Mai to Hua Hin,February 2023,3.0,4.0,3.0,,,3.0,5,yes,8," This is such a convenient flight from Chiang Mai to Hua Hin, as it eliminates the +/- 3.5-hour transfer from Bangkok to Hua Hin or +/- 3-hour transfer to Cha Am. Pity, it's only 2/3 times a week, usually on Wednesdays and Sundays. The aircraft, staff and service are what you would expect from any AirAsia flight. Efficient and cost-effective. No frills to the extreme - but worth every penny."
✅ Trip Verified ,,Couple Leisure,Economy Class,Kuala Lumpur to Sandakan,February 2023,3.0,3.0,,,,3.0,5,yes,10,"  All went quickly and even before time! We were almost late checking our bag, they packed the plane and we landed ahead of time. Cannot complain because it is rare that airlines run their operations ahead of time. No service but we knew about it so no complaints. Point A to point B, all went well. The pilot was very nice informing us when Kota Kinabalu will pop on the horizon, so we were ready and got some great photos of the beautiful mountain. Weather cooperated as well. Thank you and we will fly with you again."
✅ Trip Verified ,,Couple Leisure,Economy Class,Phnom Penh to Colombo via Kuala Lumpur,January 2023,3.0,3.0,,,,3.0,1,no,1," First, when trying to manage our booking, it didn't accept our booking ref.no., but it accepted the e-ticket number. Our flight is from Phnom Penh to Colombo via Kuala Lumpur (self check-in in KL). It only gave me itinerary for the flight from Phnom Penh to Kuala Lumpur and only for one traveler, altough there are two of us. While trying to manage our booking, the booking confirmation was sent to a weird and suspicious e-mail and my contact number was removed and changed into a Chinese phone number. After I changed this strange e-mail to my e-mail address, I received the booking confirmation in Chinese only. All this made us very suspicious and we tried to contact AirAsia office with a number from their website. However, the phone operator informed me that this number doesn't exist. We are now not sure what to do."
✅ Trip Verified ,,Couple Leisure,Economy Class,Langkawi to Penang,February 2023,1.0,,,,,1.0,1,no,1,  Terrible airline. No flexibility and really poor customer service. Flight was delayed 2 hours due to operational circumstances. Missed our check in at our hotel which I made them aware of and didn’t bother putting us in a hotel. 
✅ Trip Verified ,A320,Business,Economy Class,Kuala Lumpur to Penang,February 2023,3.0,4.0,3.0,1.0,1.0,4.0,4,yes,7,"  Smooth experience from check-in until arrival at the destination. The flight are on time and proper boarding announcements and arrangements. The are no IFE but we can connect to wifi for entertainment - the wifi connection was pretty bad. Food was modest. Smooth take-off and landing. Kudos to the flight crew. Overall, very moderate experience with this airline."
✅ Trip Verified ,A320,Business,Economy Class,Penang to Kuala Lumpur,February 2023,3.0,3.0,3.0,,,1.0,1,no,4,  Delayed for more than 2 hours. The boarding experience was a nightmare. Delay announcement via sms and flight announcement display. My in-flight experience are the same as my previous flight - very moderate. 
✅ Trip Verified ,,Family Leisure,Economy Class,Kuala Lumpur to Penang,January 2023,1.0,2.0,,1.0,,2.0,2,no,2,"  The flight and check in was as expected, dull, nothing flash, adequate attention from check in staff and flight staff. But  I paid a small amount for the flight, so you pay for what you get. However the customer communication was awful, non existent in real terms. I needed to communicate with airasia about an amount they overcharged me. Their website and Airasia super app will only allow you to navigate a set list of questions and set answers. If your issue is outside those parameters, they are not interested. Their website and super app contains no email address or phone number to contact them about any issue out side the answers in the website. You keep getting directed to a ""bot"" called Ava. I managed to find on the internet 2 email addresses belonging to airasia. The response from both of them was ""not our dept, Ticket closed"". When asked which dept I should email, no reply. This issue has been going on 6 months now, it is not resolved. It is very clear that airasia wants nothing to do with ""actual customers"", I cannot comprehend how a company can still exist providing this non existent customer interaction and non existent customer servicing."
Not Verified ,,Family Leisure,Economy Class,Hanoi to Bangkok,February 2023,3.0,3.0,,,,1.0,1,no,1," If you want endless frustration dealing with an AI instead of real customer service, then this might be the place for you. It is almost as if this company intentionally tries to make it difficult so they don’t have to help you."
✅ Trip Verified ,,Solo Leisure,Economy Class,Singapore to Bandung,November 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1, Flight cancelled by airline shortly before flight but refund not received. Calling or chatting to human is impossible and AI bot gives irrelevant answers but doesn't solve your issue. Then after that says my details can not be verified or time limit is up so cut you off repeatedly even if you try different ways to refer.
✅ Trip Verified ,,Family Leisure,Economy Class,Bandar Seri Begawan to Kuala Lumpur,December 2022,1.0,1.0,2.0,1.0,1.0,1.0,2,no,1,  Terrible airline. The outbound flight is delayed 3 hours. For the return flight they rescheduled it really early in the morning. We got to the airport then we had a msg that it has been put back to the original time. Missed out on my  hotel breakfast to waste 4 additional hours sitting round at the filthy airport.
✅ Trip Verified ,,Solo Leisure,Economy Class,Puerto Princessa to Manila,February 2022,3.0,3.0,1.0,1.0,,3.0,1,no,1," Warning: AirAsia booking policies are deceptive! You can search for the best ticket price for a route and think that AirAsia is the lowest, but one page before you pay, AirAsia adds a significant ""processing fee"" without warning such that you cannot compare AirAsia's ticket price to another airline! The only way to check for the accurate ticket price is to go all the way through the booking process and almost purchase the ticket. This is unfair and deceptive! Stay vigilant!"
✅ Trip Verified ,,Couple Leisure,Economy Class,Surat Thani to Bangkok,January 2023,3.0,3.0,,,,4.0,3,no,3,"  At every turn AirAsia try to scalp you for every dollar. Examples such as hoping you forget to check-in online so they can charge you additionally, purposefully allocating seat locations (if purchasing more than one ticket) in different positions on-board so that you're more likely to pay the 600THB (per person) to change seats and waiting to tell you last minute your meal option has been discontinued so you have to pay more to get a different meal. We expect more as consumers and preying on the technologically vulnerable is shameful behaviour."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Kuala Lumpur to Taipei,December 2022,1.0,1.0,1.0,,,1.0,1,no,1,"  I book premium flatbed to and from KUL-Taipei, I spent over RM8000 for my wife and my tickets. We leave KUL on Christmas eve. The flight have been delayed first from 10 am to 1:30 and the gate was changed from one site of the large airport to the other side of the airport, we are asked to checked in but was usher to another room for more waiting. The flight finally left around 2:30-3:00 Pm for Taipei. At least we still have the flatbed seat we book to relax on the flight. Later on the return trip, the flight was delayed, and during checked in I realised the seat number are not consistent with my booking, so i asked the ground crew about it and was told not to worry as i still have my seat I booked .. it is a lie. We were shocked when we walk into the cabin as the configuration of the plane is different from our booking. there are no flatbed on this plane, up until now, no one have the decency to let me know about this changes. Later during the flight I asked one of the stewardess how to request for a refund for my premium flatbed booking and was told i need to make an online feedback on their website. I make the feedback after on the 3rd day after returning to KL and I didn't receive any email or message reply. last i check i have a RM400+ credit in my account which i assume is from that flight but i am not sure as i never received any response. This is a lousy way to treat your customer. I make a vow to myself not to ever fly AirAsia again. "
✅ Trip Verified ,,Couple Leisure,Economy Class,Denpasar to Kuala Lumpur,January 2023,2.0,2.0,1.0,1.0,1.0,2.0,1,no,1,"  We had booked our return ticket from Bali to Delhi via Kuala Lumpur at 1.30 pm on Jan 8th 2023. We get a sms which states the flight is preponed to 7am reason not known. Our flight to India is scheduled at 7pm, no other flight before that. We are forced to stay in Kuala Lumpur airport till 7pm. Thank you AirAsia for totally screwing the entire day for no genuine reason. "
✅ Trip Verified ,,Family Leisure,Economy Class,Tawau to Kuala Lumpur,January 2023,,,,,,1.0,1,no,1,"  I am on a trip with family of 4 on a leisure trip. We bought a ticket on 6pm flying from Tawau to Kuala Lumpur. But was informed about the flight change to 8:40pm after few days prior to departing. To make matter worse, the flight further delay to 9:25pm after we checked in on departure date. Bad experience of this airline, avoid at all costs if you can. "
Not Verified ,,Solo Leisure,Economy Class,Melbourne to Hyderabad via Kuala Lumpur,December 2022,2.0,3.0,1.0,1.0,1.0,1.0,1,no,2," First Of all, their website and app are trash. then, there is their scammy add-on system where initially they suggest adding premium flex but without allowing change in baggage weight. Later if I want to add luggage I have to pay exorbitant fees. Next, their flights are never on time and are frequently rescheduled. The staff are unprofessional and uncouth. Even the flight's interior is not clean! They make false claims of allowing free rescheduling but add multiple fees which makes rescheduling ridiculously expensive. Please for the love of god, never get on these flights."
✅ Trip Verified ,,Family Leisure,Economy Class,Manila to Puerto Princesa,January 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1, ZERO OUT OF 100. Worst airline I have ever flown. Nothing on time. Nothing organized. Was selectively pulled out to have bags weighed and charged more. Extra 900 pesos for a carry on that weighed 8kg. Flight was delayed at every stop. Didn't arrive to catch our transport in Puerto Princesa on time. Then again leaving the flight was delayed an hour. Still sitting here as a matter of fact. Philippines Airlines and Cebu Pacific both moving smooth on either side of us.
✅ Trip Verified ,,Family Leisure,Economy Class,Kuala Lumpur to Bangkok,December 2022,1.0,1.0,1.0,,,2.0,2,no,1,"  We had booked a flight (AK882) from Kuala Lumpur on 11.30am on 12/24/2022 to Bangkok. This flight was booked six months ago so that we can leave for Thailand after staying two days in KL. On 12/21/2022, we were notified by AirAsia via email that our flight (AK882) was cancelled due to aircraft downsize and we were re-scheduled to leave KL at 6.50am the next day (12/25/2022). Out of curiosity, we did an online search and we saw AirAsia still have other flights available from KL to Bangkok on 12/24/2022, but with higher ticket price, so we contact AirAsia support via chat and tell them that we have to be in Bangkok on 12/24 for our vacation activities and hoped they could re-schedule us to the same day flights. To our surprise, the support staff were not helpful at all by keeping on saying ""no, we don't have any seat available for flights on 12/24"". We ended up rebooking our flight with Malaysia Airlines to fly to Bangkok on 12/24. We are still awaiting the refunds for the canceled flight from AirAsia. "
✅ Trip Verified ,,Family Leisure,Economy Class,Kuala Lumpur to Kolkata,January 2023,2.0,3.0,1.0,,,2.0,1,no,1,"  My worst flight experience ever. I travelled with my friends and I wasn't checked in, whereas my friends were. On being asked why, the guy at the counter said that the plane was downsized and there were no more seats! Just think of that! My ticket was already booked and confirmed way back in October. We wasted more than one hour trying to convince the guy to give me a ticket but to no avail. Finally after giving the an ultimatum, he finally checked me in, and can you believe it, there were 7 unoccupied seats on the plane. I'll never recommend Air Asia."
✅ Trip Verified ,,Solo Leisure,Economy Class,Jakarta to Bangkok,November 2022,2.0,2.0,,,,2.0,2,no,1," AirAsia cancelled / postponed my flight and allowed for one time change of schedule for free and this is all done through their chatbot called AVA. however, I made a mistake by choosing wrong departure date, this isn't fixable by their chatbot, but I found a way to actually get in touch with real human customer service through the chat service. Had to wait for an hour of 200 people queuing, when it finally my chance, I wrote my inquiries and they just disconnected without answer. It happened TWICE. Like what other reviewers said, be careful with customer service of this airline, as it is basically non existent. Not reachable by phone either. They will either let you speak with a chatbot or refer you to a human agent that just don't care and disconnect you at will."
Not Verified ,,Family Leisure,Economy Class,Sydney to Phuket via Kuala Lumpur,December 2022,3.0,1.0,1.0,1.0,1.0,3.0,2,no,2," Check in was easy, both flights were on time and luggage arrived without incident. That was the best of it. Every announcement was screamed at us in multiple languages. They woke the whole plane up with 2.5hrs to go (scheduled landing at 0330hrs) so they could serve breakfast to about three passengers. You can't bring water on board, and you pay for it on the plane. The passengers were generally pushy and rude. KLIA is a filthy dump and we will avoid flying Air Asia again to ensure we don't have to transit there in future."
✅ Trip Verified ,,Family Leisure,Economy Class,Labuan to Bali,December 2022,2.0,,,,,1.0,1,no,1,"  I was notified that my flight was cancelled, so I requested a refund. Today at the airport I saw the flight I had booked flew today. Asking for answers from AirAsia they tried to blame me “just to clarify, you are asking for a refund for the missed flight?” "
✅ Trip Verified ,,Solo Leisure,Economy Class,Perth to Kuala Lumpur,December 2022,3.0,3.0,,,,1.0,2,no,1,"  Be careful on the Air Asia site as you think you are booking through Air Asia and then suddenly you are booking the flights you selected through kiwi.com - but it still looks like Air Asia! My flights were rescheduled to the next day but I was not notified. I turned up at the airport to find out my flight wouldn’t be until the next day. Air Asia blamed kiwi.com and kiwi.com blamed Air Asia. I was not offered any compensation for the lost accommodation fees or expensive Uber to the airport, nothing. Neither Air Asia or kiwi.com would accept any responsibility. I hate to think what would’ve happened if I had a connecting flight. Do not book through Air Asia or kiwi.com, it’s not worth the trouble."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Hong Kong to Kuala lumpur,December 2022,4.0,4.0,4.0,,,4.0,5,yes,9,"  It's so nice to welcome back AirAsia after almost a 2 years absence since the start of the pandemic. After having had a few bad experience with Malaysia airlines quite recently. I chose Air Asia for the value of money. On Christmas day, flight was on time. Check in at the airport was orderly, premium flex customers perks and priority were observed. Boarding by the zone was very orderly also. Plane is clean and crew were lovely and welcoming. It really pays to get the exit row for the extra leg room and comfort. My pre-ordered meal of Bukhara chicken rice was delicious ad spicy, and it came with a small bottle of water. I was impressed at how efficient the crew worked, and they kept the 2 toilets clean at regular intervals as well. Landing was so smooth too. Luggage delivered in a timely manner and in good condition. For someone who is used to flying premium airlines in business class, I must say this was a very inoressive experience. I think in future for medium to short haul flights, I really don't mind to fly with them and save some money as well. Maybe party is also because, nowadays, many premium airlines cut costs so much that, more and more, they resemble budget airlines, except for the price tag."
✅ Trip Verified ,,Family Leisure,Economy Class,Kota kinabalu to Singapore,December 2022,2.0,4.0,,,,1.0,1,no,1,"  Online system allowed to buy hot seats but after boarded the plane, my wife and my son were asked to give up our hot seats for normal ones because my teenage son is below the age requirement. Manage to navigate a way to submit a case to the airline via the app. Within a week, the case was closed just like that.  Worst customer service."
